CBSA Code,Metro Division Code,CSA Code,CBSA Title,Level of CBSA,"Status, 1=metro 2=micro",Metropolitan Division Title,CSA Title,Component Name,State,FIPS
19740,,216,"Denver-Aurora, CO ",Metropolitan Statistical Area,1,,"Denver-Aurora-Boulder, CO",Adams County,Colorado,8001
19740,,216,"Denver-Aurora, CO ",Metropolitan Statistical Area,1,,"Denver-Aurora-Boulder, CO",Arapahoe County,Colorado,8005
19740,,216,"Denver-Aurora, CO ",Metropolitan Statistical Area,1,,"Denver-Aurora-Boulder, CO",Broomfield County,Colorado,8014
19740,,216,"Denver-Aurora, CO ",Metropolitan Statistical Area,1,,"Denver-Aurora-Boulder, CO",Clear Creek County,Colorado,8019
19740,,216,"Denver-Aurora, CO ",Metropolitan Statistical Area,1,,"Denver-Aurora-Boulder, CO",Denver County,Colorado,8031
19740,,216,"Denver-Aurora, CO ",Metropolitan Statistical Area,1,,"Denver-Aurora-Boulder, CO",Douglas County,Colorado,8035
19740,,216,"Denver-Aurora, CO ",Metropolitan Statistical Area,1,,"Denver-Aurora-Boulder, CO",Elbert County,Colorado,8039
19740,,216,"Denver-Aurora, CO ",Metropolitan Statistical Area,1,,"Denver-Aurora-Boulder, CO",Gilpin County,Colorado,8047
19740,,216,"Denver-Aurora, CO ",Metropolitan Statistical Area,1,,"Denver-Aurora-Boulder, CO",Jefferson County,Colorado,8059
19740,,216,"Denver-Aurora, CO ",Metropolitan Statistical Area,1,,"Denver-Aurora-Boulder, CO",Park County,Colorado,8093
19760,,256,"De Ridder, LA",Micropolitan Statistical Area,2,,"Fort Polk South-De Ridder, LA",Beauregard Parish,Louisiana,22011
19780,,218,"Des Moines, IA ",Metropolitan Statistical Area,1,,"Des Moines-Newton, IA",Dallas County,Iowa,19049
19780,,218,"Des Moines, IA ",Metropolitan Statistical Area,1,,"Des Moines-Newton, IA",Guthrie County,Iowa,19077
19780,,218,"Des Moines, IA ",Metropolitan Statistical Area,1,,"Des Moines-Newton, IA",Madison County,Iowa,19121
19780,,218,"Des Moines, IA ",Metropolitan Statistical Area,1,,"Des Moines-Newton, IA",Polk County,Iowa,19153
19780,,218,"Des Moines, IA ",Metropolitan Statistical Area,1,,"Des Moines-Newton, IA",Warren County,Iowa,19181
19820,47644,220,"Detroit-Warren-Livonia, MI ",Metropolitan Statistical Area,1,"Warren-Farmington Hills-Troy, MI","Detroit-Warren-Flint, MI",Lapeer County,Michigan,26087
19820,47644,220,"Detroit-Warren-Livonia, MI ",Metropolitan Statistical Area,1,"Warren-Farmington Hills-Troy, MI","Detroit-Warren-Flint, MI",Livingston County,Michigan,26093
19820,47644,220,"Detroit-Warren-Livonia, MI ",Metropolitan Statistical Area,1,"Warren-Farmington Hills-Troy, MI","Detroit-Warren-Flint, MI",Macomb County,Michigan,26099
19820,47644,220,"Detroit-Warren-Livonia, MI ",Metropolitan Statistical Area,1,"Warren-Farmington Hills-Troy, MI","Detroit-Warren-Flint, MI",Oakland County,Michigan,26125
19820,47644,220,"Detroit-Warren-Livonia, MI ",Metropolitan Statistical Area,1,"Warren-Farmington Hills-Troy, MI","Detroit-Warren-Flint, MI",St. Clair County,Michigan,26147
19820,19804,220,"Detroit-Warren-Livonia, MI ",Metropolitan Statistical Area,1,"Detroit-Livonia-Dearborn, MI","Detroit-Warren-Flint, MI",Wayne County,Michigan,26163
19860,,,"Dickinson, ND ",Micropolitan Statistical Area,2,,,Billings County,North Dakota,38007
19860,,,"Dickinson, ND ",Micropolitan Statistical Area,2,,,Stark County,North Dakota,38089
19900,,,"Dillon, SC ",Micropolitan Statistical Area,2,,,Dillon County,South Carolina,45033
19940,,,"Dixon, IL ",Micropolitan Statistical Area,2,,,Lee County,Illinois,17103
19980,,,"Dodge City, KS ",Micropolitan Statistical Area,2,,,Ford County,Kansas,20057
20020,,222,"Dothan, AL ",Metropolitan Statistical Area,1,,"Dothan-Enterprise-Ozark, AL",Geneva County,Alabama,1061
20020,,222,"Dothan, AL ",Metropolitan Statistical Area,1,,"Dothan-Enterprise-Ozark, AL",Henry County,Alabama,1067
20020,,222,"Dothan, AL ",Metropolitan Statistical Area,1,,"Dothan-Enterprise-Ozark, AL",Houston County,Alabama,1069
20060,,,"Douglas, GA ",Micropolitan Statistical Area,2,,,Atkinson County,Georgia,13003
20060,,,"Douglas, GA ",Micropolitan Statistical Area,2,,,Coffee County,Georgia,13069
20100,,,"Dover, DE ",Metropolitan Statistical Area,1,,,Kent County,Delaware,10001
20140,,,"Dublin, GA ",Micropolitan Statistical Area,2,,,Johnson County,Georgia,13167
20140,,,"Dublin, GA ",Micropolitan Statistical Area,2,,,Laurens County,Georgia,13175
20180,,,"DuBois, PA ",Micropolitan Statistical Area,2,,,Clearfield County,Pennsylvania,42033
20220,,,"Dubuque, IA ",Metropolitan Statistical Area,1,,,Dubuque County,Iowa,19061
20260,,,"Duluth, MN-WI ",Metropolitan Statistical Area,1,,,Carlton County,Minnesota,27017
20260,,,"Duluth, MN-WI ",Metropolitan Statistical Area,1,,,St. Louis County,Minnesota,27137
20260,,,"Duluth, MN-WI ",Metropolitan Statistical Area,1,,,Douglas County,Wisconsin,55031
20300,,,"Dumas, TX ",Micropolitan Statistical Area,2,,,Moore County,Texas,48341
20340,,,"Duncan, OK ",Micropolitan Statistical Area,2,,,Stephens County,Oklahoma,40137
20380,,450,"Dunn, NC ",Micropolitan Statistical Area,2,,"Raleigh-Durham-Cary, NC",Harnett County,North Carolina,37085
20420,,,"Durango, CO ",Micropolitan Statistical Area,2,,,La Plata County,Colorado,8067
20460,,,"Durant, OK ",Micropolitan Statistical Area,2,,,Bryan County,Oklahoma,40013
20500,,450,"Durham, NC ",Metropolitan Statistical Area,1,,"Raleigh-Durham-Cary, NC",Chatham County,North Carolina,37037
20500,,450,"Durham, NC ",Metropolitan Statistical Area,1,,"Raleigh-Durham-Cary, NC",Durham County,North Carolina,37063
20500,,450,"Durham, NC ",Metropolitan Statistical Area,1,,"Raleigh-Durham-Cary, NC",Orange County,North Carolina,37135
20500,,450,"Durham, NC ",Metropolitan Statistical Area,1,,"Raleigh-Durham-Cary, NC",Person County,North Carolina,37145
20540,,,"Dyersburg, TN ",Micropolitan Statistical Area,2,,,Dyer County,Tennessee,47045
20580,,,"Eagle Pass, TX ",Micropolitan Statistical Area,2,,,Maverick County,Texas,48323
20620,,566,"East Liverpool-Salem, OH ",Micropolitan Statistical Area,2,,"Youngstown-Warren-East Liverpool, OH-PA",Columbiana County,Ohio,39029
20660,,,"Easton, MD ",Micropolitan Statistical Area,2,,,Talbot County,Maryland,24041
20700,,,"East Stroudsburg, PA ",Micropolitan Statistical Area,2,,,Monroe County,Pennsylvania,42089
20740,,232,"Eau Claire, WI ",Metropolitan Statistical Area,1,,"Eau Claire-Menomonie, WI",Chippewa County,Wisconsin,55017
20740,,232,"Eau Claire, WI ",Metropolitan Statistical Area,1,,"Eau Claire-Menomonie, WI",Eau Claire County,Wisconsin,55035
20780,,,"Edwards, CO ",Micropolitan Statistical Area,2,,,Eagle County,Colorado,8037
20780,,,"Edwards, CO ",Micropolitan Statistical Area,2,,,Lake County,Colorado,8065
20820,,,"Effingham, IL ",Micropolitan Statistical Area,2,,,Effingham County,Illinois,17049
20900,,,"El Campo, TX ",Micropolitan Statistical Area,2,,,Wharton County,Texas,48481
20940,,,"El Centro, CA ",Metropolitan Statistical Area,1,,,Imperial County,California,6025
20980,,,"El Dorado, AR ",Micropolitan Statistical Area,2,,,Union County,Arkansas,5139
21020,,,"Elizabeth City, NC ",Micropolitan Statistical Area,2,,,Camden County,North Carolina,37029
21020,,,"Elizabeth City, NC ",Micropolitan Statistical Area,2,,,Pasquotank County,North Carolina,37139
21020,,,"Elizabeth City, NC ",Micropolitan Statistical Area,2,,,Perquimans County,North Carolina,37143
21060,,350,"Elizabethtown, KY ",Metropolitan Statistical Area,1,,"Louisville-Elizabethtown-Scottsburg, KY-IN",Hardin County,Kentucky,21093
21060,,350,"Elizabethtown, KY ",Metropolitan Statistical Area,1,,"Louisville-Elizabethtown-Scottsburg, KY-IN",Larue County,Kentucky,21123
21140,,,"Elkhart-Goshen, IN ",Metropolitan Statistical Area,1,,,Elkhart County,Indiana,18039
21220,,,"Elko, NV ",Micropolitan Statistical Area,2,,,Elko County,Nevada,32007
21220,,,"Elko, NV ",Micropolitan Statistical Area,2,,,Eureka County,Nevada,32011
21260,,,"Ellensburg, WA ",Micropolitan Statistical Area,2,,,Kittitas County,Washington,53037
21300,,,"Elmira, NY ",Metropolitan Statistical Area,1,,,Chemung County,New York,36015
21340,,,"El Paso, TX ",Metropolitan Statistical Area,1,,,El Paso County,Texas,48141
21380,,,"Emporia, KS ",Micropolitan Statistical Area,2,,,Chase County,Kansas,20017
21380,,,"Emporia, KS ",Micropolitan Statistical Area,2,,,Lyon County,Kansas,20111
21420,,,"Enid, OK ",Micropolitan Statistical Area,2,,,Garfield County,Oklahoma,40047
21460,,222,"Enterprise-Ozark, AL ",Micropolitan Statistical Area,2,,"Dothan-Enterprise-Ozark, AL",Coffee County,Alabama,1031
21460,,222,"Enterprise-Ozark, AL ",Micropolitan Statistical Area,2,,"Dothan-Enterprise-Ozark, AL",Dale County,Alabama,1045
21500,,,"Erie, PA ",Metropolitan Statistical Area,1,,,Erie County,Pennsylvania,42049
21540,,,"Escanaba, MI ",Micropolitan Statistical Area,2,,,Delta County,Michigan,26041
21580,,492,"Espanola, NM ",Micropolitan Statistical Area,2,,"Santa Fe-Espanola, NM",Rio Arriba County,New Mexico,35039
21660,,,"Eugene-Springfield, OR ",Metropolitan Statistical Area,1,,,Lane County,Oregon,41039
21700,,,"Eureka-Arcata-Fortuna, CA ",Micropolitan Statistical Area,2,,,Humboldt County,California,6023
21740,,,"Evanston, WY ",Micropolitan Statistical Area,2,,,Uinta County,Wyoming,56041
21780,,,"Evansville, IN-KY ",Metropolitan Statistical Area,1,,,Gibson County,Indiana,18051
21780,,,"Evansville, IN-KY ",Metropolitan Statistical Area,1,,,Posey County,Indiana,18129
21780,,,"Evansville, IN-KY ",Metropolitan Statistical Area,1,,,Vanderburgh County,Indiana,18163
21780,,,"Evansville, IN-KY ",Metropolitan Statistical Area,1,,,Warrick County,Indiana,18173
21780,,,"Evansville, IN-KY ",Metropolitan Statistical Area,1,,,Henderson County,Kentucky,21101
21780,,,"Evansville, IN-KY ",Metropolitan Statistical Area,1,,,Webster County,Kentucky,21233
21820,,,"Fairbanks, AK ",Metropolitan Statistical Area,1,,,Fairbanks North Star Borough,Alaska,2090
21860,,,"Fairmont, MN ",Micropolitan Statistical Area,2,,,Martin County,Minnesota,27091
21900,,242,"Fairmont, WV ",Micropolitan Statistical Area,2,,"Fairmont-Clarksburg, WV",Marion County,West Virginia,54049
21940,,490,"Fajardo, PR ",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Ceiba Municipio,Puerto Rico,72037
21940,,490,"Fajardo, PR ",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Fajardo Municipio,Puerto Rico,72053
21940,,490,"Fajardo, PR ",Metropolitan Statistical Area,1,,"San Juan-Caguas-Fajardo, PR",Luquillo Municipio,Puerto Rico,72089
21980,,,"Fallon, NV ",Micropolitan Statistical Area,2,,,Churchill County,Nevada,32001
22020,,244,"Fargo, ND-MN ",Metropolitan Statistical Area,1,,"Fargo-Wahpeton, ND-MN",Clay County,Minnesota,27027
22020,,244,"Fargo, ND-MN ",Metropolitan Statistical Area,1,,"Fargo-Wahpeton, ND-MN",Cass County,North Dakota,38017
22060,,378,"Faribault-Northfield, MN ",Micropolitan Statistical Area,2,,"Minneapolis-St. Paul-St. Cloud, MN-WI",Rice County,Minnesota,27131
22100,,476,"Farmington, MO ",Micropolitan Statistical Area,2,,"St. Louis-St. Charles-Farmington, MO-IL",St. Francois County,Missouri,29187
22140,,,"Farmington, NM ",Metropolitan Statistical Area,1,,,San Juan County,New Mexico,35045
22180,,,"Fayetteville, NC ",Metropolitan Statistical Area,1,,,Cumberland County,North Carolina,37051
22180,,,"Fayetteville, NC ",Metropolitan Statistical Area,1,,,Hoke County,North Carolina,37093
22220,,,"Fayetteville-Springdale-Rogers, AR-MO",Metropolitan Statistical Area,1,,,McDonald County,Missouri,29119
22220,,,"Fayetteville-Springdale-Rogers, AR-MO",Metropolitan Statistical Area,1,,,Benton County,Arkansas,5007
22220,,,"Fayetteville-Springdale-Rogers, AR-MO",Metropolitan Statistical Area,1,,,Madison County,Arkansas,5087
22220,,,"Fayetteville-Springdale-Rogers, AR-MO",Metropolitan Statistical Area,1,,,Washington County,Arkansas,5143
22260,,,"Fergus Falls, MN ",Micropolitan Statistical Area,2,,,Otter Tail County,Minnesota,27111
22300,,248,"Findlay, OH ",Micropolitan Statistical Area,2,,"Findlay-Tiffin-Fostoria, OH",Hancock County,Ohio,39063
22340,,,"Fitzgerald, GA ",Micropolitan Statistical Area,2,,,Ben Hill County,Georgia,13017
22340,,,"Fitzgerald, GA ",Micropolitan Statistical Area,2,,,Irwin County,Georgia,13155
22380,,,"Flagstaff, AZ ",Metropolitan Statistical Area,1,,,Coconino County,Arizona,4005
22420,,220,"Flint, MI ",Metropolitan Statistical Area,1,,"Detroit-Warren-Flint, MI",Genesee County,Michigan,26049
22460,,,"Florence, AL ",Metropolitan Statistical Area,1,,,Colbert County,Alabama,1033
22460,,,"Florence, AL ",Metropolitan Statistical Area,1,,,Lauderdale County,Alabama,1077
22500,,,"Florence, SC ",Metropolitan Statistical Area,1,,,Darlington County,South Carolina,45031
22500,,,"Florence, SC ",Metropolitan Statistical Area,1,,,Florence County,South Carolina,45041
22540,,252,"Fond du Lac, WI ",Metropolitan Statistical Area,1,,"Fond du Lac-Beaver Dam, WI",Fond du Lac County,Wisconsin,55039
22580,,,"Forest City, NC ",Micropolitan Statistical Area,2,,,Rutherford County,North Carolina,37161
22620,,,"Forrest City, AR ",Micropolitan Statistical Area,2,,,St. Francis County,Arkansas,5123
22660,,,"Fort Collins-Loveland, CO ",Metropolitan Statistical Area,1,,,Larimer County,Colorado,8069
22700,,,"Fort Dodge, IA ",Micropolitan Statistical Area,2,,,Webster County,Iowa,19187
22780,,,"Fort Leonard Wood, MO ",Micropolitan Statistical Area,2,,,Pulaski County,Missouri,29169
22820,,,"Fort Morgan, CO ",Micropolitan Statistical Area,2,,,Morgan County,Colorado,8087
22860,,256,"Fort Polk South, LA ",Micropolitan Statistical Area,2,,"Fort Polk South-De Ridder, LA",Vernon Parish,Louisiana,22115
22900,,,"Fort Smith, AR-OK ",Metropolitan Statistical Area,1,,,Le Flore County,Oklahoma,40079
22900,,,"Fort Smith, AR-OK ",Metropolitan Statistical Area,1,,,Sequoyah County,Oklahoma,40135
22900,,,"Fort Smith, AR-OK ",Metropolitan Statistical Area,1,,,Crawford County,Arkansas,5033
22900,,,"Fort Smith, AR-OK ",Metropolitan Statistical Area,1,,,Franklin County,Arkansas,5047
22900,,,"Fort Smith, AR-OK ",Metropolitan Statistical Area,1,,,Sebastian County,Arkansas,5131
22980,,356,"Fort Valley, GA ",Micropolitan Statistical Area,2,,"Macon-Warner Robins-Fort Valley, GA",Peach County,Georgia,13225
23020,,,"Fort Walton Beach-Crestview-Destin, FL ",Metropolitan Statistical Area,1,,,Okaloosa County,Florida,12091
23060,,258,"Fort Wayne, IN ",Metropolitan Statistical Area,1,,"Fort Wayne-Huntington-Auburn, IN",Allen County,Indiana,18003
23060,,258,"Fort Wayne, IN ",Metropolitan Statistical Area,1,,"Fort Wayne-Huntington-Auburn, IN",Wells County,Indiana,18179
23060,,258,"Fort Wayne, IN ",Metropolitan Statistical Area,1,,"Fort Wayne-Huntington-Auburn, IN",Whitley County,Indiana,18183
23140,,320,"Frankfort, IN ",Micropolitan Statistical Area,2,,"Lafayette-Frankfort, IN",Clinton County,Indiana,18023
23180,,336,"Frankfort, KY ",Micropolitan Statistical Area,2,,"Lexington-Fayette--Frankfort--Richmond, KY",Anderson County,Kentucky,21005
23180,,336,"Frankfort, KY ",Micropolitan Statistical Area,2,,"Lexington-Fayette--Frankfort--Richmond, KY",Franklin County,Kentucky,21073
23300,,466,"Freeport, IL ",Micropolitan Statistical Area,2,,"Rockford-Freeport-Rochelle, IL",Stephenson County,Illinois,17177
23340,,420,"Fremont, NE ",Micropolitan Statistical Area,2,,"Omaha-Council Bluffs-Fremont, NE-IA",Dodge County,Nebraska,31053
23380,,534,"Fremont, OH ",Micropolitan Statistical Area,2,,"Toledo-Fremont, OH",Sandusky County,Ohio,39143
23420,,260,"Fresno, CA ",Metropolitan Statistical Area,1,,"Fresno-Madera, CA",Fresno County,California,6019
23460,,,"Gadsden, AL ",Metropolitan Statistical Area,1,,,Etowah County,Alabama,1055
23500,,516,"Gaffney, SC ",Micropolitan Statistical Area,2,,"Spartanburg-Gaffney-Union, SC",Cherokee County,South Carolina,45021
23540,,,"Gainesville, FL ",Metropolitan Statistical Area,1,,,Alachua County,Florida,12001
23540,,,"Gainesville, FL ",Metropolitan Statistical Area,1,,,Gilchrist County,Florida,12041
23580,,122,"Gainesville, GA ",Metropolitan Statistical Area,1,,"Atlanta-Sandy Springs-Gainesville, GA-AL",Hall County,Georgia,13139
23620,,206,"Gainesville, TX ",Micropolitan Statistical Area,2,,"Dallas-Fort Worth, TX",Cooke County,Texas,48097
23660,,,"Galesburg, IL ",Micropolitan Statistical Area,2,,,Knox County,Illinois,17095
23660,,,"Galesburg, IL ",Micropolitan Statistical Area,2,,,Warren County,Illinois,17187
23700,,,"Gallup, NM ",Micropolitan Statistical Area,2,,,McKinley County,New Mexico,35031
23780,,,"Garden City, KS ",Micropolitan Statistical Area,2,,,Finney County,Kansas,20055
23820,,472,"Gardnerville Ranchos, NV ",Micropolitan Statistical Area,2,,"Sacramento--Arden-Arcade--Truckee, CA-NV",Douglas County,Nevada,32005
23860,,396,"Georgetown, SC ",Micropolitan Statistical Area,2,,"Myrtle Beach-Conway-Georgetown, SC",Georgetown County,South Carolina,45043
23900,,564,"Gettysburg, PA ",Micropolitan Statistical Area,2,,"York-Hanover-Gettysburg, PA",Adams County,Pennsylvania,42001
23940,,,"Gillette, WY ",Micropolitan Statistical Area,2,,,Campbell County,Wyoming,56005
23980,,,"Glasgow, KY ",Micropolitan Statistical Area,2,,,Barren County,Kentucky,21009
23980,,,"Glasgow, KY ",Micropolitan Statistical Area,2,,,Metcalfe County,Kentucky,21169
24020,,104,"Glens Falls, NY ",Metropolitan Statistical Area,1,,"Albany-Schenectady-Amsterdam, NY",Warren County,New York,36113
24020,,104,"Glens Falls, NY ",Metropolitan Statistical Area,1,,"Albany-Schenectady-Amsterdam, NY",Washington County,New York,36115
24100,,104,"Gloversville, NY ",Micropolitan Statistical Area,2,,"Albany-Schenectady-Amsterdam, NY",Fulton County,New York,36035
24140,,,"Goldsboro, NC ",Metropolitan Statistical Area,1,,,Wayne County,North Carolina,37191
24180,,206,"Granbury, TX ",Micropolitan Statistical Area,2,,"Dallas-Fort Worth, TX",Hood County,Texas,48221
24180,,206,"Granbury, TX ",Micropolitan Statistical Area,2,,"Dallas-Fort Worth, TX",Somervell County,Texas,48425
24220,,,"Grand Forks, ND-MN ",Metropolitan Statistical Area,1,,,Polk County,Minnesota,27119
24220,,,"Grand Forks, ND-MN ",Metropolitan Statistical Area,1,,,Grand Forks County,North Dakota,38035
24260,,,"Grand Island, NE ",Micropolitan Statistical Area,2,,,Hall County,Nebraska,31079
24260,,,"Grand Island, NE ",Micropolitan Statistical Area,2,,,Howard County,Nebraska,31093
24260,,,"Grand Island, NE ",Micropolitan Statistical Area,2,,,Merrick County,Nebraska,31121
24300,,,"Grand Junction, CO ",Metropolitan Statistical Area,1,,,Mesa County,Colorado,8077
24340,,266,"Grand Rapids-Wyoming, MI ",Metropolitan Statistical Area,1,,"Grand Rapids-Muskegon-Holland, MI",Barry County,Michigan,26015
24340,,266,"Grand Rapids-Wyoming, MI ",Metropolitan Statistical Area,1,,"Grand Rapids-Muskegon-Holland, MI",Ionia County,Michigan,26067
24340,,266,"Grand Rapids-Wyoming, MI ",Metropolitan Statistical Area,1,,"Grand Rapids-Muskegon-Holland, MI",Kent County,Michigan,26081
24340,,266,"Grand Rapids-Wyoming, MI ",Metropolitan Statistical Area,1,,"Grand Rapids-Muskegon-Holland, MI",Newaygo County,Michigan,26123
24380,,,"Grants, NM ",Micropolitan Statistical Area,2,,,Cibola County,New Mexico,35006
24420,,,"Grants Pass, OR ",Micropolitan Statistical Area,2,,,Josephine County,Oregon,41033
24460,,,"Great Bend, KS ",Micropolitan Statistical Area,2,,,Barton County,Kansas,20009
24500,,,"Great Falls, MT ",Metropolitan Statistical Area,1,,,Cascade County,Montana,30013
24540,,,"Greeley, CO ",Metropolitan Statistical Area,1,,,Weld County,Colorado,8123
24580,,,"Green Bay, WI ",Metropolitan Statistical Area,1,,,Brown County,Wisconsin,55009
24580,,,"Green Bay, WI ",Metropolitan Statistical Area,1,,,Kewaunee County,Wisconsin,55061
24580,,,"Green Bay, WI ",Metropolitan Statistical Area,1,,,Oconto County,Wisconsin,55083
24620,,,"Greeneville, TN ",Micropolitan Statistical Area,2,,,Greene County,Tennessee,47059
24660,,268,"Greensboro-High Point, NC ",Metropolitan Statistical Area,1,,"Greensboro--Winston-Salem--High Point, NC",Guilford County,North Carolina,37081
24660,,268,"Greensboro-High Point, NC ",Metropolitan Statistical Area,1,,"Greensboro--Winston-Salem--High Point, NC",Randolph County,North Carolina,37151
24660,,268,"Greensboro-High Point, NC ",Metropolitan Statistical Area,1,,"Greensboro--Winston-Salem--High Point, NC",Rockingham County,North Carolina,37157
24700,,,"Greensburg, IN ",Micropolitan Statistical Area,2,,,Decatur County,Indiana,18031
24740,,,"Greenville, MS ",Micropolitan Statistical Area,2,,,Washington County,Mississippi,28151
24780,,,"Greenville, NC ",Metropolitan Statistical Area,1,,,Greene County,North Carolina,37079
24780,,,"Greenville, NC ",Metropolitan Statistical Area,1,,,Pitt County,North Carolina,37147
24820,,212,"Greenville, OH ",Micropolitan Statistical Area,2,,"Dayton-Springfield-Greenville, OH",Darke County,Ohio,39037
24860,,272,"Greenville, SC ",Metropolitan Statistical Area,1,,"Greenville-Anderson-Seneca, SC",Greenville County,South Carolina,45045
24860,,272,"Greenville, SC ",Metropolitan Statistical Area,1,,"Greenville-Anderson-Seneca, SC",Laurens County,South Carolina,45059
24860,,272,"Greenville, SC ",Metropolitan Statistical Area,1,,"Greenville-Anderson-Seneca, SC",Pickens County,South Carolina,45077
24900,,,"Greenwood, MS ",Micropolitan Statistical Area,2,,,Carroll County,Mississippi,28015
24900,,,"Greenwood, MS ",Micropolitan Statistical Area,2,,,Leflore County,Mississippi,28083
24940,,,"Greenwood, SC ",Micropolitan Statistical Area,2,,,Greenwood County,South Carolina,45047
24980,,,"Grenada, MS ",Micropolitan Statistical Area,2,,,Grenada County,Mississippi,28043
25020,,,"Guayama, PR ",Metropolitan Statistical Area,1,,,Arroyo Municipio,Puerto Rico,72015
25020,,,"Guayama, PR ",Metropolitan Statistical Area,1,,,Guayama Municipio,Puerto Rico,72057
25020,,,"Guayama, PR ",Metropolitan Statistical Area,1,,,Patillas Municipio,Puerto Rico,72109
25060,,274,"Gulfport-Biloxi, MS ",Metropolitan Statistical Area,1,,"Gulfport-Biloxi-Pascagoula, MS",Hancock County,Mississippi,28045
25060,,274,"Gulfport-Biloxi, MS ",Metropolitan Statistical Area,1,,"Gulfport-Biloxi-Pascagoula, MS",Harrison County,Mississippi,28047
25060,,274,"Gulfport-Biloxi, MS ",Metropolitan Statistical Area,1,,"Gulfport-Biloxi-Pascagoula, MS",Stone County,Mississippi,28131
25100,,,"Guymon, OK ",Micropolitan Statistical Area,2,,,Texas County,Oklahoma,40139
25180,,,"Hagerstown-Martinsburg, MD-WV ",Metropolitan Statistical Area,1,,,Washington County,Maryland,24043
25180,,,"Hagerstown-Martinsburg, MD-WV ",Metropolitan Statistical Area,1,,,Berkeley County,West Virginia,54003
25180,,,"Hagerstown-Martinsburg, MD-WV ",Metropolitan Statistical Area,1,,,Morgan County,West Virginia,54065
25220,,,"Hammond, LA ",Micropolitan Statistical Area,2,,,Tangipahoa Parish,Louisiana,22105
25260,,,"Hanford-Corcoran, CA ",Metropolitan Statistical Area,1,,,Kings County,California,6031
25300,,,"Hannibal, MO ",Micropolitan Statistical Area,2,,,Marion County,Missouri,29127
25300,,,"Hannibal, MO ",Micropolitan Statistical Area,2,,,Ralls County,Missouri,29173
25340,,314,"Harriman, TN ",Micropolitan Statistical Area,2,,"Knoxville-Sevierville-La Follette, TN",Roane County,Tennessee,47145
25380,,,"Harrisburg, IL ",Micropolitan Statistical Area,2,,,Saline County,Illinois,17165
25420,,276,"Harrisburg-Carlisle, PA ",Metropolitan Statistical Area,1,,"Harrisburg-Carlisle-Lebanon, PA",Cumberland County,Pennsylvania,42041
25420,,276,"Harrisburg-Carlisle, PA ",Metropolitan Statistical Area,1,,"Harrisburg-Carlisle-Lebanon, PA",Dauphin County,Pennsylvania,42043
25420,,276,"Harrisburg-Carlisle, PA ",Metropolitan Statistical Area,1,,"Harrisburg-Carlisle-Lebanon, PA",Perry County,Pennsylvania,42099
25460,,,"Harrison, AR ",Micropolitan Statistical Area,2,,,Boone County,Arkansas,5009
25460,,,"Harrison, AR ",Micropolitan Statistical Area,2,,,Newton County,Arkansas,5101
25500,,,"Harrisonburg, VA ",Metropolitan Statistical Area,1,,,Rockingham County,Virginia,51165
25500,,,"Harrisonburg, VA ",Metropolitan Statistical Area,1,,,Harrisonburg city,Virginia,51660
25540,,278,"Hartford-West Hartford-East Hartford, CT ",Metropolitan Statistical Area,1,,"Hartford-West Hartford-Willimantic, CT",Hartford County,Connecticut,9003
25540,,278,"Hartford-West Hartford-East Hartford, CT ",Metropolitan Statistical Area,1,,"Hartford-West Hartford-Willimantic, CT",Middlesex County,Connecticut,9007
25540,,278,"Hartford-West Hartford-East Hartford, CT ",Metropolitan Statistical Area,1,,"Hartford-West Hartford-Willimantic, CT",Tolland County,Connecticut,9013
25580,,,"Hastings, NE ",Micropolitan Statistical Area,2,,,Adams County,Nebraska,31001
25580,,,"Hastings, NE ",Micropolitan Statistical Area,2,,,Clay County,Nebraska,31035
25620,,,"Hattiesburg, MS ",Metropolitan Statistical Area,1,,,Forrest County,Mississippi,28035
25620,,,"Hattiesburg, MS ",Metropolitan Statistical Area,1,,,Lamar County,Mississippi,28073
25620,,,"Hattiesburg, MS ",Metropolitan Statistical Area,1,,,Perry County,Mississippi,28111
25660,,,"Havre, MT ",Micropolitan Statistical Area,2,,,Hill County,Montana,30041
25700,,,"Hays, KS ",Micropolitan Statistical Area,2,,,Ellis County,Kansas,20051
25740,,,"Helena, MT ",Micropolitan Statistical Area,2,,,Jefferson County,Montana,30043
25740,,,"Helena, MT ",Micropolitan Statistical Area,2,,,Lewis and Clark County,Montana,30049
25780,,,"Henderson, NC ",Micropolitan Statistical Area,2,,,Vance County,North Carolina,37181
25820,,,"Hereford, TX ",Micropolitan Statistical Area,2,,,Deaf Smith County,Texas,48117
25860,,,"Hickory-Morganton-Lenoir, NC ",Metropolitan Statistical Area,1,,,Alexander County,North Carolina,37003
25860,,,"Hickory-Morganton-Lenoir, NC ",Metropolitan Statistical Area,1,,,Burke County,North Carolina,37023
25860,,,"Hickory-Morganton-Lenoir, NC ",Metropolitan Statistical Area,1,,,Caldwell County,North Carolina,37027
25860,,,"Hickory-Morganton-Lenoir, NC ",Metropolitan Statistical Area,1,,,Catawba County,North Carolina,37035
25900,,,"Hilo, HI ",Micropolitan Statistical Area,2,,,Hawaii County,Hawaii,15001
25940,,,"Hilton Head Island-Beaufort, SC ",Micropolitan Statistical Area,2,,,Beaufort County,South Carolina,45013
