CBSA Code,Metro Division Code,CSA Code,CBSA Title,Level of CBSA,"Status, 1=metro 2=micro",Metropolitan Division Title,CSA Title,Component Name,State,FIPS
10020,,318,"Abbeville, LA ",Micropolitan Statistical Area,2,,"Lafayette-Acadiana, LA",Vermilion Parish,Louisiana,22113
10100,,,"Aberdeen, SD ",Micropolitan Statistical Area,2,,,Brown County,South Dakota,46013
10100,,,"Aberdeen, SD ",Micropolitan Statistical Area,2,,,Edmunds County,South Dakota,46045
10140,,,"Aberdeen, WA ",Micropolitan Statistical Area,2,,,Grays Harbor County,Washington,53027
10180,,,"Abilene, TX ",Metropolitan Statistical Area,1,,,Callahan County,Texas,48059
10180,,,"Abilene, TX ",Metropolitan Statistical Area,1,,,Jones County,Texas,48253
10180,,,"Abilene, TX ",Metropolitan Statistical Area,1,,,Taylor County,Texas,48441
10220,,,"Ada, OK ",Micropolitan Statistical Area,2,,,Pontotoc County,Oklahoma,40123
10260,,,"Adjuntas, PR ",Micropolitan Statistical Area,2,,,Adjuntas Municipio,Puerto Rico,72001
10300,,,"Adrian, MI ",Micropolitan Statistical Area,2,,,Lenawee County,Michigan,26091
10380,,,"Aguadilla-Isabela-San Sebastián, PR ",Metropolitan Statistical Area,1,,,Aguada Municipio,Puerto Rico,72003
10380,,,"Aguadilla-Isabela-San Sebastián, PR ",Metropolitan Statistical Area,1,,,Aguadilla Municipio,Puerto Rico,72005
10380,,,"Aguadilla-Isabela-San Sebastián, PR ",Metropolitan Statistical Area,1,,,Añasco Municipio,Puerto Rico,72011
10380,,,"Aguadilla-Isabela-San Sebastián, PR ",Metropolitan Statistical Area,1,,,Isabela Municipio,Puerto Rico,72071
10380,,,"Aguadilla-Isabela-San Sebastián, PR ",Metropolitan Statistical Area,1,,,Lares Municipio,Puerto Rico,72081
10380,,,"Aguadilla-Isabela-San Sebastián, PR ",Metropolitan Statistical Area,1,,,Moca Municipio,Puerto Rico,72099
10380,,,"Aguadilla-Isabela-San Sebastián, PR ",Metropolitan Statistical Area,1,,,Rincón Municipio,Puerto Rico,72117
10380,,,"Aguadilla-Isabela-San Sebastián, PR ",Metropolitan Statistical Area,1,,,San Sebastián Municipio,Puerto Rico,72131
10420,,184,"Akron, OH ",Metropolitan Statistical Area,1,,"Cleveland-Akron-Elyria, OH",Portage County,Ohio,39133
10420,,184,"Akron, OH ",Metropolitan Statistical Area,1,,"Cleveland-Akron-Elyria, OH",Summit County,Ohio,39153
10460,,,"Alamogordo, NM ",Micropolitan Statistical Area,2,,,Otero County,New Mexico,35035
10500,,,"Albany, GA ",Metropolitan Statistical Area,1,,,Baker County,Georgia,13007
10500,,,"Albany, GA ",Metropolitan Statistical Area,1,,,Dougherty County,Georgia,13095
10500,,,"Albany, GA ",Metropolitan Statistical Area,1,,,Lee County,Georgia,13177
10500,,,"Albany, GA ",Metropolitan Statistical Area,1,,,Terrell County,Georgia,13273
10500,,,"Albany, GA ",Metropolitan Statistical Area,1,,,Worth County,Georgia,13321
10540,,102,"Albany-Lebanon, OR ",Micropolitan Statistical Area,2,,"Albany-Corvallis-Lebanon, OR",Linn County,Oregon,41043
10580,,104,"Albany-Schenectady-Troy, NY ",Metropolitan Statistical Area,1,,"Albany-Schenectady-Amsterdam, NY",Albany County,New York,36001
10580,,104,"Albany-Schenectady-Troy, NY ",Metropolitan Statistical Area,1,,"Albany-Schenectady-Amsterdam, NY",Rensselaer County,New York,36083
10580,,104,"Albany-Schenectady-Troy, NY ",Metropolitan Statistical Area,1,,"Albany-Schenectady-Amsterdam, NY",Saratoga County,New York,36091
10580,,104,"Albany-Schenectady-Troy, NY ",Metropolitan Statistical Area,1,,"Albany-Schenectady-Amsterdam, NY",Schenectady County,New York,36093
10580,,104,"Albany-Schenectady-Troy, NY ",Metropolitan Statistical Area,1,,"Albany-Schenectady-Amsterdam, NY",Schoharie County,New York,36095
10620,,172,"Albemarle, NC ",Micropolitan Statistical Area,2,,"Charlotte-Gastonia-Salisbury, NC-SC",Stanly County,North Carolina,37167
10660,,,"Albert Lea, MN ",Micropolitan Statistical Area,2,,,Freeborn County,Minnesota,27047
10700,,,"Albertville, AL ",Micropolitan Statistical Area,2,,,Marshall County,Alabama,1095
10740,,,"Albuquerque, NM ",Metropolitan Statistical Area,1,,,Bernalillo County,New Mexico,35001
10740,,,"Albuquerque, NM ",Metropolitan Statistical Area,1,,,Sandoval County,New Mexico,35043
10740,,,"Albuquerque, NM ",Metropolitan Statistical Area,1,,,Torrance County,New Mexico,35057
10740,,,"Albuquerque, NM ",Metropolitan Statistical Area,1,,,Valencia County,New Mexico,35061
10780,,,"Alexandria, LA ",Metropolitan Statistical Area,1,,,Grant Parish,Louisiana,22043
10780,,,"Alexandria, LA ",Metropolitan Statistical Area,1,,,Rapides Parish,Louisiana,22079
10820,,,"Alexandria, MN ",Micropolitan Statistical Area,2,,,Douglas County,Minnesota,27041
10860,,,"Alice, TX ",Micropolitan Statistical Area,2,,,Jim Wells County,Texas,48249
10880,,266,"Allegan, MI",Micropolitan Statistical Area,2,,"Grand Rapids-Muskegon-Holland, MI",Allegan County,Michigan,26005
10900,,,"Allentown-Bethlehem-Easton, PA-NJ ",Metropolitan Statistical Area,1,,,Warren County,New Jersey,34041
10900,,,"Allentown-Bethlehem-Easton, PA-NJ ",Metropolitan Statistical Area,1,,,Carbon County,Pennsylvania,42025
10900,,,"Allentown-Bethlehem-Easton, PA-NJ ",Metropolitan Statistical Area,1,,,Lehigh County,Pennsylvania,42077
10900,,,"Allentown-Bethlehem-Easton, PA-NJ ",Metropolitan Statistical Area,1,,,Northampton County,Pennsylvania,42095
10940,,,"Alma, MI ",Micropolitan Statistical Area,2,,,Gratiot County,Michigan,26057
10980,,,"Alpena, MI ",Micropolitan Statistical Area,2,,,Alpena County,Michigan,26007
11020,,,"Altoona, PA ",Metropolitan Statistical Area,1,,,Blair County,Pennsylvania,42013
11060,,,"Altus, OK ",Micropolitan Statistical Area,2,,,Jackson County,Oklahoma,40065
11100,,,"Amarillo, TX ",Metropolitan Statistical Area,1,,,Armstrong County,Texas,48011
11100,,,"Amarillo, TX ",Metropolitan Statistical Area,1,,,Carson County,Texas,48065
11100,,,"Amarillo, TX ",Metropolitan Statistical Area,1,,,Potter County,Texas,48375
11100,,,"Amarillo, TX ",Metropolitan Statistical Area,1,,,Randall County,Texas,48381
11140,,,"Americus, GA ",Micropolitan Statistical Area,2,,,Schley County,Georgia,13249
11140,,,"Americus, GA ",Micropolitan Statistical Area,2,,,Sumter County,Georgia,13261
11180,,112,"Ames, IA ",Metropolitan Statistical Area,1,,"Ames-Boone, IA",Story County,Iowa,19169
11220,,104,"Amsterdam, NY ",Micropolitan Statistical Area,2,,"Albany-Schenectady-Amsterdam, NY",Montgomery County,New York,36057
11260,,,"Anchorage, AK ",Metropolitan Statistical Area,1,,,Anchorage Municipality,Alaska,2020
11260,,,"Anchorage, AK ",Metropolitan Statistical Area,1,,,Matanuska-Susitna Borough,Alaska,2170
11300,,294,"Anderson, IN ",Metropolitan Statistical Area,1,,"Indianapolis-Anderson-Columbus, IN",Madison County,Indiana,18095
11340,,272,"Anderson, SC ",Metropolitan Statistical Area,1,,"Greenville-Anderson-Seneca, SC",Anderson County,South Carolina,45007
11380,,,"Andrews, TX ",Micropolitan Statistical Area,2,,,Andrews County,Texas,48003
11420,,,"Angola, IN ",Micropolitan Statistical Area,2,,,Steuben County,Indiana,18151
11460,,220,"Ann Arbor, MI ",Metropolitan Statistical Area,1,,"Detroit-Warren-Flint, MI",Washtenaw County,Michigan,26161
11500,,,"Anniston-Oxford, AL ",Metropolitan Statistical Area,1,,,Calhoun County,Alabama,1015
11540,,118,"Appleton, WI ",Metropolitan Statistical Area,1,,"Appleton-Oshkosh-Neenah, WI",Calumet County,Wisconsin,55015
11540,,118,"Appleton, WI ",Metropolitan Statistical Area,1,,"Appleton-Oshkosh-Neenah, WI",Outagamie County,Wisconsin,55087
11580,,,"Arcadia, FL ",Micropolitan Statistical Area,2,,,DeSoto County,Florida,12027
11620,,,"Ardmore, OK ",Micropolitan Statistical Area,2,,,Carter County,Oklahoma,40019
11620,,,"Ardmore, OK ",Micropolitan Statistical Area,2,,,Love County,Oklahoma,40085
11660,,,"Arkadelphia, AR ",Micropolitan Statistical Area,2,,,Clark County,Arkansas,5019
11700,,120,"Asheville, NC ",Metropolitan Statistical Area,1,,"Asheville-Brevard, NC",Buncombe County,North Carolina,37021
11700,,120,"Asheville, NC ",Metropolitan Statistical Area,1,,"Asheville-Brevard, NC",Haywood County,North Carolina,37087
11700,,120,"Asheville, NC ",Metropolitan Statistical Area,1,,"Asheville-Brevard, NC",Henderson County,North Carolina,37089
11700,,120,"Asheville, NC ",Metropolitan Statistical Area,1,,"Asheville-Brevard, NC",Madison County,North Carolina,37115
11740,,,"Ashland, OH ",Micropolitan Statistical Area,2,,,Ashland County,Ohio,39005
11780,,184,"Ashtabula, OH ",Micropolitan Statistical Area,2,,"Cleveland-Akron-Elyria, OH",Ashtabula County,Ohio,39007
11820,,,"Astoria, OR ",Micropolitan Statistical Area,2,,,Clatsop County,Oregon,41007
11860,,312,"Atchison, KS ",Micropolitan Statistical Area,2,,"Kansas City-Overland Park-Kansas City, MO-KS",Atchison County,Kansas,20005
11900,,,"Athens, OH ",Micropolitan Statistical Area,2,,,Athens County,Ohio,39009
11940,,174,"Athens, TN ",Micropolitan Statistical Area,2,,"Chattanooga-Cleveland-Athens, TN-GA",McMinn County,Tennessee,47107
11980,,206,"Athens, TX ",Micropolitan Statistical Area,2,,"Dallas-Fort Worth, TX",Henderson County,Texas,48213
12020,,,"Athens-Clarke County, GA ",Metropolitan Statistical Area,1,,,Clarke County,Georgia,13059
12020,,,"Athens-Clarke County, GA ",Metropolitan Statistical Area,1,,,Madison County,Georgia,13195
12020,,,"Athens-Clarke County, GA ",Metropolitan Statistical Area,1,,,Oconee County,Georgia,13219
12020,,,"Athens-Clarke County, GA ",Metropolitan Statistical Area,1,,,Oglethorpe County,Georgia,13221
12060,,122,"Atlanta-Sandy Springs-Marietta, GA ",Metropolitan Statistical Area,1,,"Atlanta-Sandy Springs-Gainesville, GA-AL",Barrow County,Georgia,13013
12060,,122,"Atlanta-Sandy Springs-Marietta, GA ",Metropolitan Statistical Area,1,,"Atlanta-Sandy Springs-Gainesville, GA-AL",Bartow County,Georgia,13015
12060,,122,"Atlanta-Sandy Springs-Marietta, GA ",Metropolitan Statistical Area,1,,"Atlanta-Sandy Springs-Gainesville, GA-AL",Butts County,Georgia,13035
12060,,122,"Atlanta-Sandy Springs-Marietta, GA ",Metropolitan Statistical Area,1,,"Atlanta-Sandy Springs-Gainesville, GA-AL",Carroll County,Georgia,13045
12060,,122,"Atlanta-Sandy Springs-Marietta, GA ",Metropolitan Statistical Area,1,,"Atlanta-Sandy Springs-Gainesville, GA-AL",Cherokee County,Georgia,13057
12060,,122,"Atlanta-Sandy Springs-Marietta, GA ",Metropolitan Statistical Area,1,,"Atlanta-Sandy Springs-Gainesville, GA-AL",Clayton County,Georgia,13063
12060,,122,"Atlanta-Sandy Springs-Marietta, GA ",Metropolitan Statistical Area,1,,"Atlanta-Sandy Springs-Gainesville, GA-AL",Cobb County,Georgia,13067
12060,,122,"Atlanta-Sandy Springs-Marietta, GA ",Metropolitan Statistical Area,1,,"Atlanta-Sandy Springs-Gainesville, GA-AL",Coweta County,Georgia,13077
12060,,122,"Atlanta-Sandy Springs-Marietta, GA ",Metropolitan Statistical Area,1,,"Atlanta-Sandy Springs-Gainesville, GA-AL",Dawson County,Georgia,13085
12060,,122,"Atlanta-Sandy Springs-Marietta, GA ",Metropolitan Statistical Area,1,,"Atlanta-Sandy Springs-Gainesville, GA-AL",DeKalb County,Georgia,13089
12060,,122,"Atlanta-Sandy Springs-Marietta, GA ",Metropolitan Statistical Area,1,,"Atlanta-Sandy Springs-Gainesville, GA-AL",Douglas County,Georgia,13097
12060,,122,"Atlanta-Sandy Springs-Marietta, GA ",Metropolitan Statistical Area,1,,"Atlanta-Sandy Springs-Gainesville, GA-AL",Fayette County,Georgia,13113
12060,,122,"Atlanta-Sandy Springs-Marietta, GA ",Metropolitan Statistical Area,1,,"Atlanta-Sandy Springs-Gainesville, GA-AL",Forsyth County,Georgia,13117
12060,,122,"Atlanta-Sandy Springs-Marietta, GA ",Metropolitan Statistical Area,1,,"Atlanta-Sandy Springs-Gainesville, GA-AL",Fulton County,Georgia,13121
12060,,122,"Atlanta-Sandy Springs-Marietta, GA ",Metropolitan Statistical Area,1,,"Atlanta-Sandy Springs-Gainesville, GA-AL",Gwinnett County,Georgia,13135
12060,,122,"Atlanta-Sandy Springs-Marietta, GA ",Metropolitan Statistical Area,1,,"Atlanta-Sandy Springs-Gainesville, GA-AL",Haralson County,Georgia,13143
12060,,122,"Atlanta-Sandy Springs-Marietta, GA ",Metropolitan Statistical Area,1,,"Atlanta-Sandy Springs-Gainesville, GA-AL",Heard County,Georgia,13149
12060,,122,"Atlanta-Sandy Springs-Marietta, GA ",Metropolitan Statistical Area,1,,"Atlanta-Sandy Springs-Gainesville, GA-AL",Henry County,Georgia,13151
12060,,122,"Atlanta-Sandy Springs-Marietta, GA ",Metropolitan Statistical Area,1,,"Atlanta-Sandy Springs-Gainesville, GA-AL",Jasper County,Georgia,13159
12060,,122,"Atlanta-Sandy Springs-Marietta, GA ",Metropolitan Statistical Area,1,,"Atlanta-Sandy Springs-Gainesville, GA-AL",Lamar County,Georgia,13171
12060,,122,"Atlanta-Sandy Springs-Marietta, GA ",Metropolitan Statistical Area,1,,"Atlanta-Sandy Springs-Gainesville, GA-AL",Meriwether County,Georgia,13199
12060,,122,"Atlanta-Sandy Springs-Marietta, GA ",Metropolitan Statistical Area,1,,"Atlanta-Sandy Springs-Gainesville, GA-AL",Newton County,Georgia,13217
12060,,122,"Atlanta-Sandy Springs-Marietta, GA ",Metropolitan Statistical Area,1,,"Atlanta-Sandy Springs-Gainesville, GA-AL",Paulding County,Georgia,13223
12060,,122,"Atlanta-Sandy Springs-Marietta, GA ",Metropolitan Statistical Area,1,,"Atlanta-Sandy Springs-Gainesville, GA-AL",Pickens County,Georgia,13227
12060,,122,"Atlanta-Sandy Springs-Marietta, GA ",Metropolitan Statistical Area,1,,"Atlanta-Sandy Springs-Gainesville, GA-AL",Pike County,Georgia,13231
12060,,122,"Atlanta-Sandy Springs-Marietta, GA ",Metropolitan Statistical Area,1,,"Atlanta-Sandy Springs-Gainesville, GA-AL",Rockdale County,Georgia,13247
12060,,122,"Atlanta-Sandy Springs-Marietta, GA ",Metropolitan Statistical Area,1,,"Atlanta-Sandy Springs-Gainesville, GA-AL",Spalding County,Georgia,13255
12060,,122,"Atlanta-Sandy Springs-Marietta, GA ",Metropolitan Statistical Area,1,,"Atlanta-Sandy Springs-Gainesville, GA-AL",Walton County,Georgia,13297
12100,,,"Atlantic City, NJ ",Metropolitan Statistical Area,1,,,Atlantic County,New Jersey,34001
12140,,258,"Auburn, IN ",Micropolitan Statistical Area,2,,"Fort Wayne-Huntington-Auburn, IN",DeKalb County,Indiana,18033
12180,,532,"Auburn, NY ",Micropolitan Statistical Area,2,,"Syracuse-Auburn, NY",Cayuga County,New York,36011
12220,,194,"Auburn-Opelika, AL ",Metropolitan Statistical Area,1,,"Columbus-Auburn-Opelika, GA-AL",Lee County,Alabama,1081
12260,,,"Augusta-Richmond County, GA-SC ",Metropolitan Statistical Area,1,,,Burke County,Georgia,13033
12260,,,"Augusta-Richmond County, GA-SC ",Metropolitan Statistical Area,1,,,Columbia County,Georgia,13073
12260,,,"Augusta-Richmond County, GA-SC ",Metropolitan Statistical Area,1,,,McDuffie County,Georgia,13189
12260,,,"Augusta-Richmond County, GA-SC ",Metropolitan Statistical Area,1,,,Richmond County,Georgia,13245
12260,,,"Augusta-Richmond County, GA-SC ",Metropolitan Statistical Area,1,,,Aiken County,South Carolina,45003
12260,,,"Augusta-Richmond County, GA-SC ",Metropolitan Statistical Area,1,,,Edgefield County,South Carolina,45037
12300,,,"Augusta-Waterville, ME ",Micropolitan Statistical Area,2,,,Kennebec County,Maine,23011
12380,,,"Austin, MN ",Micropolitan Statistical Area,2,,,Mower County,Minnesota,27099
12420,,,"Austin-Round Rock, TX ",Metropolitan Statistical Area,1,,,Bastrop County,Texas,48021
12420,,,"Austin-Round Rock, TX ",Metropolitan Statistical Area,1,,,Caldwell County,Texas,48055
12420,,,"Austin-Round Rock, TX ",Metropolitan Statistical Area,1,,,Hays County,Texas,48209
12420,,,"Austin-Round Rock, TX ",Metropolitan Statistical Area,1,,,Travis County,Texas,48453
12420,,,"Austin-Round Rock, TX ",Metropolitan Statistical Area,1,,,Williamson County,Texas,48491
12460,,,"Bainbridge, GA ",Micropolitan Statistical Area,2,,,Decatur County,Georgia,13087
12540,,,"Bakersfield, CA ",Metropolitan Statistical Area,1,,,Kern County,California,6029
12580,,548,"Baltimore-Towson, MD ",Metropolitan Statistical Area,1,,"Washington-Baltimore-Northern Virginia, DC-MD-VA-WV",Anne Arundel County,Maryland,24003
12580,,548,"Baltimore-Towson, MD ",Metropolitan Statistical Area,1,,"Washington-Baltimore-Northern Virginia, DC-MD-VA-WV",Baltimore County,Maryland,24005
12580,,548,"Baltimore-Towson, MD ",Metropolitan Statistical Area,1,,"Washington-Baltimore-Northern Virginia, DC-MD-VA-WV",Carroll County,Maryland,24013
12580,,548,"Baltimore-Towson, MD ",Metropolitan Statistical Area,1,,"Washington-Baltimore-Northern Virginia, DC-MD-VA-WV",Harford County,Maryland,24025
12580,,548,"Baltimore-Towson, MD ",Metropolitan Statistical Area,1,,"Washington-Baltimore-Northern Virginia, DC-MD-VA-WV",Howard County,Maryland,24027
12580,,548,"Baltimore-Towson, MD ",Metropolitan Statistical Area,1,,"Washington-Baltimore-Northern Virginia, DC-MD-VA-WV",Queen Anne's County,Maryland,24035
12580,,548,"Baltimore-Towson, MD ",Metropolitan Statistical Area,1,,"Washington-Baltimore-Northern Virginia, DC-MD-VA-WV",Baltimore city,Maryland,24510
12620,,,"Bangor, ME ",Metropolitan Statistical Area,1,,,Penobscot County,Maine,23019
12660,,358,"Baraboo, WI ",Micropolitan Statistical Area,2,,"Madison-Baraboo, WI",Sauk County,Wisconsin,55111
12700,,,"Barnstable Town, MA ",Metropolitan Statistical Area,1,,,Barnstable County,Massachusetts,25001
12740,,,"Barre, VT ",Micropolitan Statistical Area,2,,,Washington County,Vermont,50023
12780,,538,"Bartlesville, OK ",Micropolitan Statistical Area,2,,"Tulsa-Bartlesville, OK",Washington County,Oklahoma,40147
12820,,384,"Bastrop, LA ",Micropolitan Statistical Area,2,,"Monroe-Bastrop, LA",Morehouse Parish,Louisiana,22067
12860,,464,"Batavia, NY ",Micropolitan Statistical Area,2,,"Rochester-Batavia-Seneca Falls, NY",Genesee County,New York,36037
12900,,,"Batesville, AR ",Micropolitan Statistical Area,2,,,Independence County,Arkansas,5063
12940,,132,"Baton Rouge, LA ",Metropolitan Statistical Area,1,,"Baton Rouge-Pierre Part, LA",Ascension Parish,Louisiana,22005
12940,,132,"Baton Rouge, LA ",Metropolitan Statistical Area,1,,"Baton Rouge-Pierre Part, LA",East Baton Rouge Parish,Louisiana,22033
12940,,132,"Baton Rouge, LA ",Metropolitan Statistical Area,1,,"Baton Rouge-Pierre Part, LA",East Feliciana Parish,Louisiana,22037
12940,,132,"Baton Rouge, LA ",Metropolitan Statistical Area,1,,"Baton Rouge-Pierre Part, LA",Iberville Parish,Louisiana,22047
12940,,132,"Baton Rouge, LA ",Metropolitan Statistical Area,1,,"Baton Rouge-Pierre Part, LA",Livingston Parish,Louisiana,22063
12940,,132,"Baton Rouge, LA ",Metropolitan Statistical Area,1,,"Baton Rouge-Pierre Part, LA",Pointe Coupee Parish,Louisiana,22077
12940,,132,"Baton Rouge, LA ",Metropolitan Statistical Area,1,,"Baton Rouge-Pierre Part, LA",St. Helena Parish,Louisiana,22091
12940,,132,"Baton Rouge, LA ",Metropolitan Statistical Area,1,,"Baton Rouge-Pierre Part, LA",West Baton Rouge Parish,Louisiana,22121
12940,,132,"Baton Rouge, LA ",Metropolitan Statistical Area,1,,"Baton Rouge-Pierre Part, LA",West Feliciana Parish,Louisiana,22125
12980,,,"Battle Creek, MI ",Metropolitan Statistical Area,1,,,Calhoun County,Michigan,26025
13020,,474,"Bay City, MI ",Metropolitan Statistical Area,1,,"Saginaw-Bay City-Saginaw Township North, MI",Bay County,Michigan,26017
13060,,288,"Bay City, TX ",Micropolitan Statistical Area,2,,"Houston-Baytown-Huntsville, TX",Matagorda County,Texas,48321
13100,,,"Beatrice, NE ",Micropolitan Statistical Area,2,,,Gage County,Nebraska,31067
13140,,,"Beaumont-Port Arthur, TX ",Metropolitan Statistical Area,1,,,Hardin County,Texas,48199
13140,,,"Beaumont-Port Arthur, TX ",Metropolitan Statistical Area,1,,,Jefferson County,Texas,48245
13140,,,"Beaumont-Port Arthur, TX ",Metropolitan Statistical Area,1,,,Orange County,Texas,48361
13180,,252,"Beaver Dam, WI ",Micropolitan Statistical Area,2,,"Fond du Lac-Beaver Dam, WI",Dodge County,Wisconsin,55027
13220,,138,"Beckley, WV ",Micropolitan Statistical Area,2,,"Beckley-Oak Hill, WV",Raleigh County,West Virginia,54081
13260,,,"Bedford, IN ",Micropolitan Statistical Area,2,,,Lawrence County,Indiana,18093
13300,,,"Beeville, TX ",Micropolitan Statistical Area,2,,,Bee County,Texas,48025
13340,,,"Bellefontaine, OH ",Micropolitan Statistical Area,2,,,Logan County,Ohio,39091
13380,,,"Bellingham, WA ",Metropolitan Statistical Area,1,,,Whatcom County,Washington,53073
13420,,,"Bemidji, MN ",Micropolitan Statistical Area,2,,,Beltrami County,Minnesota,27007
13460,,140,"Bend, OR ",Metropolitan Statistical Area,1,,"Bend-Prineville, OR",Deschutes County,Oregon,41017
13500,,,"Bennettsville, SC ",Micropolitan Statistical Area,2,,,Marlboro County,South Carolina,45069
13540,,,"Bennington, VT ",Micropolitan Statistical Area,2,,,Bennington County,Vermont,50003
13620,,,"Berlin, NH-VT",Micropolitan Statistical Area,2,,,Coos County,New Hampshire,33007
13620,,,"Berlin, NH-VT",Micropolitan Statistical Area,2,,,Essex County,Vermont,50009
13660,,,"Big Rapids, MI ",Micropolitan Statistical Area,2,,,Mecosta County,Michigan,26107
13700,,,"Big Spring, TX ",Micropolitan Statistical Area,2,,,Howard County,Texas,48227
13740,,,"Billings, MT ",Metropolitan Statistical Area,1,,,Carbon County,Montana,30009
13740,,,"Billings, MT ",Metropolitan Statistical Area,1,,,Yellowstone County,Montana,30111
13780,,,"Binghamton, NY ",Metropolitan Statistical Area,1,,,Broome County,New York,36007
13780,,,"Binghamton, NY ",Metropolitan Statistical Area,1,,,Tioga County,New York,36107
13820,,142,"Birmingham-Hoover, AL ",Metropolitan Statistical Area,1,,"Birmingham-Hoover-Cullman, AL",Bibb County,Alabama,1007
13820,,142,"Birmingham-Hoover, AL ",Metropolitan Statistical Area,1,,"Birmingham-Hoover-Cullman, AL",Blount County,Alabama,1009
13820,,142,"Birmingham-Hoover, AL ",Metropolitan Statistical Area,1,,"Birmingham-Hoover-Cullman, AL",Chilton County,Alabama,1021
13820,,142,"Birmingham-Hoover, AL ",Metropolitan Statistical Area,1,,"Birmingham-Hoover-Cullman, AL",Jefferson County,Alabama,1073
13820,,142,"Birmingham-Hoover, AL ",Metropolitan Statistical Area,1,,"Birmingham-Hoover-Cullman, AL",St. Clair County,Alabama,1115
13820,,142,"Birmingham-Hoover, AL ",Metropolitan Statistical Area,1,,"Birmingham-Hoover-Cullman, AL",Shelby County,Alabama,1117
13820,,142,"Birmingham-Hoover, AL ",Metropolitan Statistical Area,1,,"Birmingham-Hoover-Cullman, AL",Walker County,Alabama,1127
13860,,,"Bishop, CA ",Micropolitan Statistical Area,2,,,Inyo County,California,6027
13900,,,"Bismarck, ND ",Metropolitan Statistical Area,1,,,Burleigh County,North Dakota,38015
13900,,,"Bismarck, ND ",Metropolitan Statistical Area,1,,,Morton County,North Dakota,38059
13940,,292,"Blackfoot, ID ",Micropolitan Statistical Area,2,,"Idaho Falls-Blackfoot, ID",Bingham County,Idaho,16011
13980,,,"Blacksburg-Christiansburg-Radford, VA ",Metropolitan Statistical Area,1,,,Giles County,Virginia,51071
13980,,,"Blacksburg-Christiansburg-Radford, VA ",Metropolitan Statistical Area,1,,,Montgomery County,Virginia,51121
13980,,,"Blacksburg-Christiansburg-Radford, VA ",Metropolitan Statistical Area,1,,,Pulaski County,Virginia,51155
13980,,,"Blacksburg-Christiansburg-Radford, VA ",Metropolitan Statistical Area,1,,,Radford city,Virginia,51750
14020,,,"Bloomington, IN ",Metropolitan Statistical Area,1,,,Greene County,Indiana,18055
14020,,,"Bloomington, IN ",Metropolitan Statistical Area,1,,,Monroe County,Indiana,18105
14020,,,"Bloomington, IN ",Metropolitan Statistical Area,1,,,Owen County,Indiana,18119
14060,,,"Bloomington-Normal, IL ",Metropolitan Statistical Area,1,,,McLean County,Illinois,17113
14100,,,"Bloomsburg-Berwick, PA ",Micropolitan Statistical Area,2,,,Columbia County,Pennsylvania,42037
14100,,,"Bloomsburg-Berwick, PA ",Micropolitan Statistical Area,2,,,Montour County,Pennsylvania,42093
14140,,,"Bluefield, WV-VA ",Micropolitan Statistical Area,2,,,Tazewell County,Virginia,51185
14140,,,"Bluefield, WV-VA ",Micropolitan Statistical Area,2,,,Mercer County,West Virginia,54055
14180,,,"Blytheville, AR ",Micropolitan Statistical Area,2,,,Mississippi County,Arkansas,5093
14220,,406,"Bogalusa, LA ",Micropolitan Statistical Area,2,,"New Orleans-Metairie-Bogalusa, LA",Washington Parish,Louisiana,22117
14260,,,"Boise City-Nampa, ID ",Metropolitan Statistical Area,1,,,Ada County,Idaho,16001
14260,,,"Boise City-Nampa, ID ",Metropolitan Statistical Area,1,,,Boise County,Idaho,16015
14260,,,"Boise City-Nampa, ID ",Metropolitan Statistical Area,1,,,Canyon County,Idaho,16027
14260,,,"Boise City-Nampa, ID ",Metropolitan Statistical Area,1,,,Gem County,Idaho,16045
14260,,,"Boise City-Nampa, ID ",Metropolitan Statistical Area,1,,,Owyhee County,Idaho,16073
14340,,112,"Boone, IA ",Micropolitan Statistical Area,2,,"Ames-Boone, IA",Boone County,Iowa,19015
14380,,,"Boone, NC ",Micropolitan Statistical Area,2,,,Watauga County,North Carolina,37189
14420,,,"Borger, TX ",Micropolitan Statistical Area,2,,,Hutchinson County,Texas,48233
14460,21604,148,"Boston-Cambridge-Quincy, MA-NH ",Metropolitan Statistical Area,1,"Essex County, MA","Boston-Worcester-Manchester, MA-NH",Essex County,Massachusetts,25009
14460,15764,148,"Boston-Cambridge-Quincy, MA-NH ",Metropolitan Statistical Area,1,"Cambridge-Newton-Framingham, MA","Boston-Worcester-Manchester, MA-NH",Middlesex County,Massachusetts,25017
14460,14484,148,"Boston-Cambridge-Quincy, MA-NH ",Metropolitan Statistical Area,1,"Boston-Quincy, MA","Boston-Worcester-Manchester, MA-NH",Norfolk County,Massachusetts,25021
14460,14484,148,"Boston-Cambridge-Quincy, MA-NH ",Metropolitan Statistical Area,1,"Boston-Quincy, MA","Boston-Worcester-Manchester, MA-NH",Plymouth County,Massachusetts,25023
14460,14484,148,"Boston-Cambridge-Quincy, MA-NH ",Metropolitan Statistical Area,1,"Boston-Quincy, MA","Boston-Worcester-Manchester, MA-NH",Suffolk County,Massachusetts,25025
14460,40484,148,"Boston-Cambridge-Quincy, MA-NH ",Metropolitan Statistical Area,1,"Rockingham County-Strafford County, NH","Boston-Worcester-Manchester, MA-NH",Rockingham County,New Hampshire,33015
