fips,name,State,State Code,Region,Division,Region_alt,msa,type_bea20
1590,29217,Vernon County,Missouri,MO,Midwest,West North Central,Midwest,,Rural
1591,29219,Warren County,Missouri,MO,Midwest,West North Central,Midwest,"St. Louis, MO-IL ",Metro
1592,29221,Washington County,Missouri,MO,Midwest,West North Central,Midwest,,Rural
1593,29223,Wayne County,Missouri,MO,Midwest,West North Central,Midwest,,Rural
1594,29225,Webster County,Missouri,MO,Midwest,West North Central,Midwest,"Springfield, MO ",Metro
1595,29227,Worth County,Missouri,MO,Midwest,West North Central,Midwest,,Rural
1596,29229,Wright County,Missouri,MO,Midwest,West North Central,Midwest,,Rural
1597,29510,St. Louis city,Missouri,MO,Midwest,West North Central,Midwest,"St. Louis, MO-IL ",Metro
1598,30001,Beaverhead County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1599,30003,Big Horn County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1600,30005,Blaine County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1601,30007,Broadwater County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1602,30009,Carbon County,Montana,MT,West,Mountain,Interior Northwest,"Billings, MT ",Metro
1603,30011,Carter County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1604,30013,Cascade County,Montana,MT,West,Mountain,Interior Northwest,"Great Falls, MT ",Metro
1605,30015,Chouteau County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1606,30017,Custer County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1607,30019,Daniels County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1608,30021,Dawson County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1609,30023,Deer Lodge County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1610,30025,Fallon County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1611,30027,Fergus County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1612,30029,Flathead County,Montana,MT,West,Mountain,Interior Northwest,"Kalispell, MT ",Micro
1613,30031,Gallatin County,Montana,MT,West,Mountain,Interior Northwest,"Bozeman, MT ",Micro
1614,30033,Garfield County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1615,30035,Glacier County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1616,30037,Golden Valley County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1617,30039,Granite County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1618,30041,Hill County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1619,30043,Jefferson County,Montana,MT,West,Mountain,Interior Northwest,"Helena, MT ",Micro
1620,30045,Judith Basin County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1621,30047,Lake County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1622,30049,Lewis and Clark County,Montana,MT,West,Mountain,Interior Northwest,"Helena, MT ",Micro
1623,30051,Liberty County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1624,30053,Lincoln County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1625,30055,McCone County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1626,30057,Madison County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1627,30059,Meagher County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1628,30061,Mineral County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1629,30063,Missoula County,Montana,MT,West,Mountain,Interior Northwest,"Missoula, MT ",Metro
1630,30065,Musselshell County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1631,30067,Park County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1632,30069,Petroleum County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1633,30071,Phillips County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1634,30073,Pondera County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1635,30075,Powder River County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1636,30077,Powell County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1637,30079,Prairie County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1638,30081,Ravalli County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1639,30083,Richland County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1640,30085,Roosevelt County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1641,30087,Rosebud County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1642,30089,Sanders County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1643,30091,Sheridan County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1644,30093,Silver Bow County,Montana,MT,West,Mountain,Interior Northwest,"Butte-Silver Bow, MT ",Micro
1645,30095,Stillwater County,Montana,MT,West,Mountain,Interior Northwest,"Billings, MT ",Metro
1646,30097,Sweet Grass County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1647,30099,Teton County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1648,30101,Toole County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1649,30103,Treasure County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1650,30105,Valley County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1651,30107,Wheatland County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1652,30109,Wibaux County,Montana,MT,West,Mountain,Interior Northwest,,Rural
1653,30111,Yellowstone County,Montana,MT,West,Mountain,Interior Northwest,"Billings, MT ",Metro
1654,31001,Adams County,Nebraska,NE,Midwest,West North Central,Midwest,"Hastings, NE ",Micro
1655,31003,Antelope County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1656,31005,Arthur County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1657,31007,Banner County,Nebraska,NE,Midwest,West North Central,Midwest,"Scottsbluff, NE ",Micro
1658,31009,Blaine County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1659,31011,Boone County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1660,31013,Box Butte County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1661,31015,Boyd County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1662,31017,Brown County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1663,31019,Buffalo County,Nebraska,NE,Midwest,West North Central,Midwest,"Kearney, NE ",Micro
1664,31021,Burt County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1665,31023,Butler County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1666,31025,Cass County,Nebraska,NE,Midwest,West North Central,Midwest,"Omaha-Council Bluffs, NE-IA ",Metro
1667,31027,Cedar County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1668,31029,Chase County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1669,31031,Cherry County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1670,31033,Cheyenne County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1671,31035,Clay County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1672,31037,Colfax County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1673,31039,Cuming County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1674,31041,Custer County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1675,31043,Dakota County,Nebraska,NE,Midwest,West North Central,Midwest,"Sioux City, IA-NE-SD ",Metro
1676,31045,Dawes County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1677,31047,Dawson County,Nebraska,NE,Midwest,West North Central,Midwest,"Lexington, NE ",Micro
1678,31049,Deuel County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1679,31051,Dixon County,Nebraska,NE,Midwest,West North Central,Midwest,"Sioux City, IA-NE-SD ",Metro
1680,31053,Dodge County,Nebraska,NE,Midwest,West North Central,Midwest,"Fremont, NE ",Micro
1681,31055,Douglas County,Nebraska,NE,Midwest,West North Central,Midwest,"Omaha-Council Bluffs, NE-IA ",Metro
1682,31057,Dundy County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1683,31059,Fillmore County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1684,31061,Franklin County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1685,31063,Frontier County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1686,31065,Furnas County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1687,31067,Gage County,Nebraska,NE,Midwest,West North Central,Midwest,"Beatrice, NE ",Micro
1688,31069,Garden County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1689,31071,Garfield County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1690,31073,Gosper County,Nebraska,NE,Midwest,West North Central,Midwest,"Lexington, NE ",Micro
1691,31075,Grant County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1692,31077,Greeley County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1693,31079,Hall County,Nebraska,NE,Midwest,West North Central,Midwest,"Grand Island, NE ",Metro
1694,31081,Hamilton County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1695,31083,Harlan County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1696,31085,Hayes County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1697,31087,Hitchcock County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1698,31089,Holt County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1699,31091,Hooker County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1700,31093,Howard County,Nebraska,NE,Midwest,West North Central,Midwest,"Grand Island, NE ",Metro
1701,31095,Jefferson County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1702,31097,Johnson County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1703,31099,Kearney County,Nebraska,NE,Midwest,West North Central,Midwest,"Kearney, NE ",Micro
1704,31101,Keith County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1705,31103,Keya Paha County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1706,31105,Kimball County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1707,31107,Knox County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1708,31109,Lancaster County,Nebraska,NE,Midwest,West North Central,Midwest,"Lincoln, NE ",Metro
1709,31111,Lincoln County,Nebraska,NE,Midwest,West North Central,Midwest,"North Platte, NE ",Micro
1710,31113,Logan County,Nebraska,NE,Midwest,West North Central,Midwest,"North Platte, NE ",Micro
1711,31115,Loup County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1712,31117,McPherson County,Nebraska,NE,Midwest,West North Central,Midwest,"North Platte, NE ",Micro
1713,31119,Madison County,Nebraska,NE,Midwest,West North Central,Midwest,"Norfolk, NE ",Micro
1714,31121,Merrick County,Nebraska,NE,Midwest,West North Central,Midwest,"Grand Island, NE ",Metro
1715,31123,Morrill County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1716,31125,Nance County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1717,31127,Nemaha County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1718,31129,Nuckolls County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1719,31131,Otoe County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1720,31133,Pawnee County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1721,31135,Perkins County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1722,31137,Phelps County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1723,31139,Pierce County,Nebraska,NE,Midwest,West North Central,Midwest,"Norfolk, NE ",Micro
1724,31141,Platte County,Nebraska,NE,Midwest,West North Central,Midwest,"Columbus, NE ",Micro
1725,31143,Polk County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1726,31145,Red Willow County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1727,31147,Richardson County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1728,31149,Rock County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1729,31151,Saline County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1730,31153,Sarpy County,Nebraska,NE,Midwest,West North Central,Midwest,"Omaha-Council Bluffs, NE-IA ",Metro
1731,31155,Saunders County,Nebraska,NE,Midwest,West North Central,Midwest,"Omaha-Council Bluffs, NE-IA ",Metro
1732,31157,Scotts Bluff County,Nebraska,NE,Midwest,West North Central,Midwest,"Scottsbluff, NE ",Micro
1733,31159,Seward County,Nebraska,NE,Midwest,West North Central,Midwest,"Lincoln, NE ",Metro
1734,31161,Sheridan County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1735,31163,Sherman County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1736,31165,Sioux County,Nebraska,NE,Midwest,West North Central,Midwest,"Scottsbluff, NE ",Micro
1737,31167,Stanton County,Nebraska,NE,Midwest,West North Central,Midwest,"Norfolk, NE ",Micro
1738,31169,Thayer County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1739,31171,Thomas County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1740,31173,Thurston County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1741,31175,Valley County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1742,31177,Washington County,Nebraska,NE,Midwest,West North Central,Midwest,"Omaha-Council Bluffs, NE-IA ",Metro
1743,31179,Wayne County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1744,31181,Webster County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1745,31183,Wheeler County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1746,31185,York County,Nebraska,NE,Midwest,West North Central,Midwest,,Rural
1747,32001,Churchill County,Nevada,NV,West,Mountain,Southwest,"Fallon, NV ",Micro
1748,32003,Clark County,Nevada,NV,West,Mountain,Southwest,"Las Vegas-Henderson-Paradise, NV ",Metro
1749,32005,Douglas County,Nevada,NV,West,Mountain,Southwest,"Gardnerville Ranchos, NV ",Micro
1750,32007,Elko County,Nevada,NV,West,Mountain,Southwest,"Elko, NV ",Micro
1751,32009,Esmeralda County,Nevada,NV,West,Mountain,Southwest,,Rural
1752,32011,Eureka County,Nevada,NV,West,Mountain,Southwest,"Elko, NV ",Micro
1753,32013,Humboldt County,Nevada,NV,West,Mountain,Southwest,"Winnemucca, NV ",Micro
1754,32015,Lander County,Nevada,NV,West,Mountain,Southwest,,Rural
1755,32017,Lincoln County,Nevada,NV,West,Mountain,Southwest,,Rural
1756,32019,Lyon County,Nevada,NV,West,Mountain,Southwest,"Fernley, NV ",Micro
1757,32021,Mineral County,Nevada,NV,West,Mountain,Southwest,,Rural
1758,32023,Nye County,Nevada,NV,West,Mountain,Southwest,"Pahrump, NV ",Micro
1759,32027,Pershing County,Nevada,NV,West,Mountain,Southwest,,Rural
1760,32029,Storey County,Nevada,NV,West,Mountain,Southwest,"Reno, NV ",Metro
1761,32031,Washoe County,Nevada,NV,West,Mountain,Southwest,"Reno, NV ",Metro
1762,32033,White Pine County,Nevada,NV,West,Mountain,Southwest,,Rural
1763,32510,Carson City,Nevada,NV,West,Mountain,Southwest,"Carson City, NV ",Metro
1764,33001,Belknap County,New Hampshire,NH,Northeast,New England,New England,"Laconia, NH ",Micro
1765,33003,Carroll County,New Hampshire,NH,Northeast,New England,New England,,Rural
1766,33005,Cheshire County,New Hampshire,NH,Northeast,New England,New England,"Keene, NH ",Micro
1767,33007,Coos County,New Hampshire,NH,Northeast,New England,New England,"Berlin, NH ",Micro
1768,33009,Grafton County,New Hampshire,NH,Northeast,New England,New England,"Lebanon, NH-VT ",Micro
1769,33011,Hillsborough County,New Hampshire,NH,Northeast,New England,New England,"Manchester-Nashua, NH ",Metro
1770,33013,Merrimack County,New Hampshire,NH,Northeast,New England,New England,"Concord, NH ",Micro
1771,33015,Rockingham County,New Hampshire,NH,Northeast,New England,New England,"Boston-Cambridge-Newton, MA-NH ",Metro
1772,33017,Strafford County,New Hampshire,NH,Northeast,New England,New England,"Boston-Cambridge-Newton, MA-NH ",Metro
1773,33019,Sullivan County,New Hampshire,NH,Northeast,New England,New England,"Lebanon, NH-VT ",Micro
1774,34001,Atlantic County,New Jersey,NJ,Northeast,Middle Atlantic,Mid-Atlantic,"Atlantic City-Hammonton, NJ ",Metro
1775,34003,Bergen County,New Jersey,NJ,Northeast,Middle Atlantic,Mid-Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1776,34005,Burlington County,New Jersey,NJ,Northeast,Middle Atlantic,Mid-Atlantic,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",Metro
1777,34007,Camden County,New Jersey,NJ,Northeast,Middle Atlantic,Mid-Atlantic,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",Metro
1778,34009,Cape May County,New Jersey,NJ,Northeast,Middle Atlantic,Mid-Atlantic,"Ocean City, NJ ",Metro
1779,34011,Cumberland County,New Jersey,NJ,Northeast,Middle Atlantic,Mid-Atlantic,"Vineland-Bridgeton, NJ ",Metro
1780,34013,Essex County,New Jersey,NJ,Northeast,Middle Atlantic,Mid-Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1781,34015,Gloucester County,New Jersey,NJ,Northeast,Middle Atlantic,Mid-Atlantic,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",Metro
1782,34017,Hudson County,New Jersey,NJ,Northeast,Middle Atlantic,Mid-Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1783,34019,Hunterdon County,New Jersey,NJ,Northeast,Middle Atlantic,Mid-Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1784,34021,Mercer County,New Jersey,NJ,Northeast,Middle Atlantic,Mid-Atlantic,"Trenton-Princeton, NJ ",Metro
1785,34023,Middlesex County,New Jersey,NJ,Northeast,Middle Atlantic,Mid-Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1786,34025,Monmouth County,New Jersey,NJ,Northeast,Middle Atlantic,Mid-Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1787,34027,Morris County,New Jersey,NJ,Northeast,Middle Atlantic,Mid-Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1788,34029,Ocean County,New Jersey,NJ,Northeast,Middle Atlantic,Mid-Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1789,34031,Passaic County,New Jersey,NJ,Northeast,Middle Atlantic,Mid-Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1790,34033,Salem County,New Jersey,NJ,Northeast,Middle Atlantic,Mid-Atlantic,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",Metro
1791,34035,Somerset County,New Jersey,NJ,Northeast,Middle Atlantic,Mid-Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1792,34037,Sussex County,New Jersey,NJ,Northeast,Middle Atlantic,Mid-Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1793,34039,Union County,New Jersey,NJ,Northeast,Middle Atlantic,Mid-Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1794,34041,Warren County,New Jersey,NJ,Northeast,Middle Atlantic,Mid-Atlantic,"Allentown-Bethlehem-Easton, PA-NJ ",Metro
1795,35001,Bernalillo County,New Mexico,NM,West,Mountain,Southwest,"Albuquerque, NM ",Metro
1796,35003,Catron County,New Mexico,NM,West,Mountain,Southwest,,Rural
1797,35005,Chaves County,New Mexico,NM,West,Mountain,Southwest,"Roswell, NM ",Micro
1798,35006,Cibola County,New Mexico,NM,West,Mountain,Southwest,"Grants, NM ",Micro
1799,35007,Colfax County,New Mexico,NM,West,Mountain,Southwest,,Rural
1800,35009,Curry County,New Mexico,NM,West,Mountain,Southwest,"Clovis, NM ",Micro
1801,35011,De Baca County,New Mexico,NM,West,Mountain,Southwest,,Rural
1802,35013,Do±a Ana County,New Mexico,NM,West,Mountain,Southwest,"Las Cruces, NM ",Metro
1803,35015,Eddy County,New Mexico,NM,West,Mountain,Southwest,"Carlsbad-Artesia, NM ",Micro
1804,35017,Grant County,New Mexico,NM,West,Mountain,Southwest,"Silver City, NM ",Micro
1805,35019,Guadalupe County,New Mexico,NM,West,Mountain,Southwest,,Rural
1806,35021,Harding County,New Mexico,NM,West,Mountain,Southwest,,Rural
1807,35023,Hidalgo County,New Mexico,NM,West,Mountain,Southwest,,Rural
1808,35025,Lea County,New Mexico,NM,West,Mountain,Southwest,"Hobbs, NM ",Micro
1809,35027,Lincoln County,New Mexico,NM,West,Mountain,Southwest,"Ruidoso, NM ",Micro
1810,35028,Los Alamos County,New Mexico,NM,West,Mountain,Southwest,"Los Alamos, NM ",Micro
1811,35029,Luna County,New Mexico,NM,West,Mountain,Southwest,"Deming, NM ",Micro
1812,35031,McKinley County,New Mexico,NM,West,Mountain,Southwest,"Gallup, NM ",Micro
1813,35033,Mora County,New Mexico,NM,West,Mountain,Southwest,"Las Vegas, NM ",Micro
1814,35035,Otero County,New Mexico,NM,West,Mountain,Southwest,"Alamogordo, NM ",Micro
1815,35037,Quay County,New Mexico,NM,West,Mountain,Southwest,,Rural
1816,35039,Rio Arriba County,New Mexico,NM,West,Mountain,Southwest,"Espa\'f1ola, NM ",Micro
1817,35041,Roosevelt County,New Mexico,NM,West,Mountain,Southwest,"Portales, NM ",Micro
1818,35043,Sandoval County,New Mexico,NM,West,Mountain,Southwest,"Albuquerque, NM ",Metro
1819,35045,San Juan County,New Mexico,NM,West,Mountain,Southwest,"Farmington, NM ",Metro
1820,35047,San Miguel County,New Mexico,NM,West,Mountain,Southwest,"Las Vegas, NM ",Micro
1821,35049,Santa Fe County,New Mexico,NM,West,Mountain,Southwest,"Santa Fe, NM ",Metro
1822,35051,Sierra County,New Mexico,NM,West,Mountain,Southwest,,Rural
1823,35053,Socorro County,New Mexico,NM,West,Mountain,Southwest,,Rural
1824,35055,Taos County,New Mexico,NM,West,Mountain,Southwest,"Taos, NM ",Micro
1825,35057,Torrance County,New Mexico,NM,West,Mountain,Southwest,"Albuquerque, NM ",Metro
1826,35059,Union County,New Mexico,NM,West,Mountain,Southwest,,Rural
1827,35061,Valencia County,New Mexico,NM,West,Mountain,Southwest,"Albuquerque, NM ",Metro
1828,36001,Albany County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"Albany-Schenectady-Troy, NY ",Metro
1829,36003,Allegany County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,,Rural
1830,36005,Bronx County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1831,36007,Broome County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"Binghamton, NY ",Metro
1832,36009,Cattaraugus County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"Olean, NY ",Micro
1833,36011,Cayuga County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"Auburn, NY ",Micro
1834,36013,Chautauqua County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"Jamestown-Dunkirk-Fredonia, NY ",Micro
1835,36015,Chemung County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"Elmira, NY ",Metro
1836,36017,Chenango County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,,Rural
1837,36019,Clinton County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"Plattsburgh, NY ",Micro
1838,36021,Columbia County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"Hudson, NY ",Micro
1839,36023,Cortland County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"Cortland, NY ",Micro
1840,36025,Delaware County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,,Rural
1841,36027,Dutchess County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"Poughkeepsie-Newburgh-Middletown, NY ",Metro
1842,36029,Erie County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"Buffalo-Cheektowaga, NY ",Metro
1843,36031,Essex County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,,Rural
1844,36033,Franklin County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"Malone, NY ",Micro
1845,36035,Fulton County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"Gloversville, NY ",Micro
1846,36037,Genesee County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"Batavia, NY ",Micro
1847,36039,Greene County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,,Rural
1848,36041,Hamilton County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,,Rural
1849,36043,Herkimer County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"Utica-Rome, NY ",Metro
1850,36045,Jefferson County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"Watertown-Fort Drum, NY ",Metro
1851,36047,Kings County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1852,36049,Lewis County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,,Rural
1853,36051,Livingston County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"Rochester, NY ",Metro
1854,36053,Madison County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"Syracuse, NY ",Metro
1855,36055,Monroe County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"Rochester, NY ",Metro
1856,36057,Montgomery County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"Amsterdam, NY ",Micro
1857,36059,Nassau County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1858,36061,New York County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1859,36063,Niagara County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"Buffalo-Cheektowaga, NY ",Metro
1860,36065,Oneida County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"Utica-Rome, NY ",Metro
1861,36067,Onondaga County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"Syracuse, NY ",Metro
1862,36069,Ontario County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"Rochester, NY ",Metro
1863,36071,Orange County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"Poughkeepsie-Newburgh-Middletown, NY ",Metro
1864,36073,Orleans County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"Rochester, NY ",Metro
1865,36075,Oswego County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"Syracuse, NY ",Metro
1866,36077,Otsego County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"Oneonta, NY ",Micro
1867,36079,Putnam County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1868,36081,Queens County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1869,36083,Rensselaer County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"Albany-Schenectady-Troy, NY ",Metro
1870,36085,Richmond County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1871,36087,Rockland County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"New York-Newark-Jersey City, NY-NJ-PA ",Metro
1872,36089,St. Lawrence County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"Ogdensburg-Massena, NY ",Micro
1873,36091,Saratoga County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"Albany-Schenectady-Troy, NY ",Metro
1874,36093,Schenectady County,New York,NY,Northeast,Middle Atlantic,Mid-Atlantic,"Albany-Schenectady-Troy, NY ",Metro
