fips,name,State,State Code,Region,Division,Region_alt,msa,type_bea20
0,01001,Autauga County,Alabama,AL,South,East South Central,South,"Montgomery, AL ",Metro
1,01003,Baldwin County,Alabama,AL,South,East South Central,South,"Daphne-Fairhope-Foley, AL ",Metro
2,01005,Barbour County,Alabama,AL,South,East South Central,South,"Eufaula, AL-GA ",Micro
3,01007,Bibb County,Alabama,AL,South,East South Central,South,"Birmingham-Hoover, AL ",Metro
4,01009,Blount County,Alabama,AL,South,East South Central,South,"Birmingham-Hoover, AL ",Metro
5,01011,Bullock County,Alabama,AL,South,East South Central,South,,Rural
6,01013,Butler County,Alabama,AL,South,East South Central,South,,Rural
7,01015,Calhoun County,Alabama,AL,South,East South Central,South,"Anniston-Oxford, AL ",Metro
8,01017,Chambers County,Alabama,AL,South,East South Central,South,"LaGrange, GA-AL ",Micro
9,01019,Cherokee County,Alabama,AL,South,East South Central,South,,Rural
10,01021,Chilton County,Alabama,AL,South,East South Central,South,"Birmingham-Hoover, AL ",Metro
11,01023,Choctaw County,Alabama,AL,South,East South Central,South,,Rural
12,01025,Clarke County,Alabama,AL,South,East South Central,South,,Rural
13,01027,Clay County,Alabama,AL,South,East South Central,South,,Rural
14,01029,Cleburne County,Alabama,AL,South,East South Central,South,,Rural
15,01031,Coffee County,Alabama,AL,South,East South Central,South,"Enterprise, AL ",Micro
16,01033,Colbert County,Alabama,AL,South,East South Central,South,"Florence-Muscle Shoals, AL ",Metro
17,01035,Conecuh County,Alabama,AL,South,East South Central,South,,Rural
18,01037,Coosa County,Alabama,AL,South,East South Central,South,"Alexander City, AL ",Micro
19,01039,Covington County,Alabama,AL,South,East South Central,South,,Rural
20,01041,Crenshaw County,Alabama,AL,South,East South Central,South,,Rural
21,01043,Cullman County,Alabama,AL,South,East South Central,South,"Cullman, AL ",Micro
22,01045,Dale County,Alabama,AL,South,East South Central,South,"Ozark, AL ",Micro
23,01047,Dallas County,Alabama,AL,South,East South Central,South,"Selma, AL ",Micro
24,01049,DeKalb County,Alabama,AL,South,East South Central,South,"Fort Payne, AL ",Micro
25,01051,Elmore County,Alabama,AL,South,East South Central,South,"Montgomery, AL ",Metro
26,01053,Escambia County,Alabama,AL,South,East South Central,South,"Atmore, AL ",Micro
27,01055,Etowah County,Alabama,AL,South,East South Central,South,"Gadsden, AL ",Metro
28,01057,Fayette County,Alabama,AL,South,East South Central,South,,Rural
29,01059,Franklin County,Alabama,AL,South,East South Central,South,,Rural
30,01061,Geneva County,Alabama,AL,South,East South Central,South,"Dothan, AL ",Metro
31,01063,Greene County,Alabama,AL,South,East South Central,South,"Tuscaloosa, AL ",Metro
32,01065,Hale County,Alabama,AL,South,East South Central,South,"Tuscaloosa, AL ",Metro
33,01067,Henry County,Alabama,AL,South,East South Central,South,"Dothan, AL ",Metro
34,01069,Houston County,Alabama,AL,South,East South Central,South,"Dothan, AL ",Metro
35,01071,Jackson County,Alabama,AL,South,East South Central,South,"Scottsboro, AL ",Micro
36,01073,Jefferson County,Alabama,AL,South,East South Central,South,"Birmingham-Hoover, AL ",Metro
37,01075,Lamar County,Alabama,AL,South,East South Central,South,,Rural
38,01077,Lauderdale County,Alabama,AL,South,East South Central,South,"Florence-Muscle Shoals, AL ",Metro
39,01079,Lawrence County,Alabama,AL,South,East South Central,South,"Decatur, AL ",Metro
40,01081,Lee County,Alabama,AL,South,East South Central,South,"Auburn-Opelika, AL ",Metro
41,01083,Limestone County,Alabama,AL,South,East South Central,South,"Huntsville, AL ",Metro
42,01085,Lowndes County,Alabama,AL,South,East South Central,South,"Montgomery, AL ",Metro
43,01087,Macon County,Alabama,AL,South,East South Central,South,,Rural
44,01089,Madison County,Alabama,AL,South,East South Central,South,"Huntsville, AL ",Metro
45,01091,Marengo County,Alabama,AL,South,East South Central,South,,Rural
46,01093,Marion County,Alabama,AL,South,East South Central,South,,Rural
47,01095,Marshall County,Alabama,AL,South,East South Central,South,"Albertville, AL ",Micro
48,01097,Mobile County,Alabama,AL,South,East South Central,South,"Mobile, AL ",Metro
49,01099,Monroe County,Alabama,AL,South,East South Central,South,,Rural
50,01101,Montgomery County,Alabama,AL,South,East South Central,South,"Montgomery, AL ",Metro
51,01103,Morgan County,Alabama,AL,South,East South Central,South,"Decatur, AL ",Metro
52,01105,Perry County,Alabama,AL,South,East South Central,South,,Rural
53,01107,Pickens County,Alabama,AL,South,East South Central,South,"Tuscaloosa, AL ",Metro
54,01109,Pike County,Alabama,AL,South,East South Central,South,"Troy, AL ",Micro
55,01111,Randolph County,Alabama,AL,South,East South Central,South,,Rural
56,01113,Russell County,Alabama,AL,South,East South Central,South,"Columbus, GA-AL ",Metro
57,01115,St. Clair County,Alabama,AL,South,East South Central,South,"Birmingham-Hoover, AL ",Metro
58,01117,Shelby County,Alabama,AL,South,East South Central,South,"Birmingham-Hoover, AL ",Metro
59,01119,Sumter County,Alabama,AL,South,East South Central,South,,Rural
60,01121,Talladega County,Alabama,AL,South,East South Central,South,"Talladega-Sylacauga, AL ",Micro
61,01123,Tallapoosa County,Alabama,AL,South,East South Central,South,"Alexander City, AL ",Micro
62,01125,Tuscaloosa County,Alabama,AL,South,East South Central,South,"Tuscaloosa, AL ",Metro
63,01127,Walker County,Alabama,AL,South,East South Central,South,"Jasper, AL ",Micro
64,01129,Washington County,Alabama,AL,South,East South Central,South,"Mobile, AL ",Metro
65,01131,Wilcox County,Alabama,AL,South,East South Central,South,,Rural
66,01133,Winston County,Alabama,AL,South,East South Central,South,,Rural
67,02013,Aleutians East Borough,Alaska,AK,West,Pacific,Other,,Rural
68,02016,Aleutians West Census Area,Alaska,AK,West,Pacific,Other,,Rural
69,02020,Anchorage Municipality,Alaska,AK,West,Pacific,Other,"Anchorage, AK ",Metro
70,02050,Bethel Census Area,Alaska,AK,West,Pacific,Other,,Rural
71,02060,Bristol Bay Borough,Alaska,AK,West,Pacific,Other,,Rural
72,02068,Denali Borough,Alaska,AK,West,Pacific,Other,,Rural
73,02070,Dillingham Census Area,Alaska,AK,West,Pacific,Other,,Rural
74,02090,Fairbanks North Star Borough,Alaska,AK,West,Pacific,Other,"Fairbanks, AK ",Metro
75,02100,Haines Borough,Alaska,AK,West,Pacific,Other,,Rural
76,02105,Hoonah-Angoon Census Area,Alaska,AK,West,Pacific,Other,,Rural
77,02110,Juneau City and Borough,Alaska,AK,West,Pacific,Other,"Juneau, AK ",Micro
78,02122,Kenai Peninsula Borough,Alaska,AK,West,Pacific,Other,,Rural
79,02130,Ketchikan Gateway Borough,Alaska,AK,West,Pacific,Other,"Ketchikan, AK ",Micro
80,02150,Kodiak Island Borough,Alaska,AK,West,Pacific,Other,,Rural
81,02164,Lake and Peninsula Borough,Alaska,AK,West,Pacific,Other,,Rural
82,02170,Matanuska-Susitna Borough,Alaska,AK,West,Pacific,Other,"Anchorage, AK ",Metro
83,02180,Nome Census Area,Alaska,AK,West,Pacific,Other,,Rural
84,02185,North Slope Borough,Alaska,AK,West,Pacific,Other,,Rural
85,02188,Northwest Arctic Borough,Alaska,AK,West,Pacific,Other,,Rural
86,02195,Petersburg Borough,Alaska,AK,West,Pacific,Other,,Rural
87,02198,Prince of Wales-Hyder Census Area,Alaska,AK,West,Pacific,Other,,Rural
88,02220,Sitka City and Borough,Alaska,AK,West,Pacific,Other,,Rural
89,02230,Skagway Municipality,Alaska,AK,West,Pacific,Other,,Rural
90,02240,Southeast Fairbanks Census Area,Alaska,AK,West,Pacific,Other,,Rural
91,02261,Valdez-Cordova Census Area,Alaska,AK,West,Pacific,Other,,Rural
92,02270,Wade Hampton Census Area,Alaska,AK,West,Pacific,Other,,Rural
93,02275,Wrangell City and Borough,Alaska,AK,West,Pacific,Other,,Rural
94,02282,Yakutat City and Borough,Alaska,AK,West,Pacific,Other,,Rural
95,02290,Yukon-Koyukuk Census Area,Alaska,AK,West,Pacific,Other,,Rural
96,04001,Apache County,Arizona,AZ,West,Mountain,Southwest,,Rural
97,04003,Cochise County,Arizona,AZ,West,Mountain,Southwest,"Sierra Vista-Douglas, AZ ",Metro
98,04005,Coconino County,Arizona,AZ,West,Mountain,Southwest,"Flagstaff, AZ ",Metro
99,04007,Gila County,Arizona,AZ,West,Mountain,Southwest,"Payson, AZ ",Micro
100,04009,Graham County,Arizona,AZ,West,Mountain,Southwest,"Safford, AZ ",Micro
101,04011,Greenlee County,Arizona,AZ,West,Mountain,Southwest,,Rural
102,04012,La Paz County,Arizona,AZ,West,Mountain,Southwest,,Rural
103,04013,Maricopa County,Arizona,AZ,West,Mountain,Southwest,"Phoenix-Mesa-Chandler, AZ ",Metro
104,04015,Mohave County,Arizona,AZ,West,Mountain,Southwest,"Lake Havasu City-Kingman, AZ ",Metro
105,04017,Navajo County,Arizona,AZ,West,Mountain,Southwest,"Show Low, AZ ",Micro
106,04019,Pima County,Arizona,AZ,West,Mountain,Southwest,"Tucson, AZ ",Metro
107,04021,Pinal County,Arizona,AZ,West,Mountain,Southwest,"Phoenix-Mesa-Chandler, AZ ",Metro
108,04023,Santa Cruz County,Arizona,AZ,West,Mountain,Southwest,"Nogales, AZ ",Micro
109,04025,Yavapai County,Arizona,AZ,West,Mountain,Southwest,"Prescott Valley-Prescott, AZ ",Metro
110,04027,Yuma County,Arizona,AZ,West,Mountain,Southwest,"Yuma, AZ ",Metro
111,05001,Arkansas County,Arkansas,AR,South,West South Central,South,,Rural
112,05003,Ashley County,Arkansas,AR,South,West South Central,South,,Rural
113,05005,Baxter County,Arkansas,AR,South,West South Central,South,"Mountain Home, AR ",Micro
114,05007,Benton County,Arkansas,AR,South,West South Central,South,"Fayetteville-Springdale-Rogers, AR ",Metro
115,05009,Boone County,Arkansas,AR,South,West South Central,South,"Harrison, AR ",Micro
116,05011,Bradley County,Arkansas,AR,South,West South Central,South,,Rural
117,05013,Calhoun County,Arkansas,AR,South,West South Central,South,"Camden, AR ",Micro
118,05015,Carroll County,Arkansas,AR,South,West South Central,South,,Rural
119,05017,Chicot County,Arkansas,AR,South,West South Central,South,,Rural
120,05019,Clark County,Arkansas,AR,South,West South Central,South,"Arkadelphia, AR ",Micro
121,05021,Clay County,Arkansas,AR,South,West South Central,South,,Rural
122,05023,Cleburne County,Arkansas,AR,South,West South Central,South,,Rural
123,05025,Cleveland County,Arkansas,AR,South,West South Central,South,"Pine Bluff, AR ",Metro
124,05027,Columbia County,Arkansas,AR,South,West South Central,South,"Magnolia, AR ",Micro
125,05029,Conway County,Arkansas,AR,South,West South Central,South,,Rural
126,05031,Craighead County,Arkansas,AR,South,West South Central,South,"Jonesboro, AR ",Metro
127,05033,Crawford County,Arkansas,AR,South,West South Central,South,"Fort Smith, AR-OK ",Metro
128,05035,Crittenden County,Arkansas,AR,South,West South Central,South,"Memphis, TN-MS-AR ",Metro
129,05037,Cross County,Arkansas,AR,South,West South Central,South,,Rural
130,05039,Dallas County,Arkansas,AR,South,West South Central,South,,Rural
131,05041,Desha County,Arkansas,AR,South,West South Central,South,,Rural
132,05043,Drew County,Arkansas,AR,South,West South Central,South,,Rural
133,05045,Faulkner County,Arkansas,AR,South,West South Central,South,"Little Rock-North Little Rock-Conway, AR ",Metro
134,05047,Franklin County,Arkansas,AR,South,West South Central,South,"Fort Smith, AR-OK ",Metro
135,05049,Fulton County,Arkansas,AR,South,West South Central,South,,Rural
136,05051,Garland County,Arkansas,AR,South,West South Central,South,"Hot Springs, AR ",Metro
137,05053,Grant County,Arkansas,AR,South,West South Central,South,"Little Rock-North Little Rock-Conway, AR ",Metro
138,05055,Greene County,Arkansas,AR,South,West South Central,South,"Paragould, AR ",Micro
139,05057,Hempstead County,Arkansas,AR,South,West South Central,South,"Hope, AR ",Micro
140,05059,Hot Spring County,Arkansas,AR,South,West South Central,South,"Malvern, AR ",Micro
141,05061,Howard County,Arkansas,AR,South,West South Central,South,,Rural
142,05063,Independence County,Arkansas,AR,South,West South Central,South,"Batesville, AR ",Micro
143,05065,Izard County,Arkansas,AR,South,West South Central,South,,Rural
144,05067,Jackson County,Arkansas,AR,South,West South Central,South,,Rural
145,05069,Jefferson County,Arkansas,AR,South,West South Central,South,"Pine Bluff, AR ",Metro
146,05071,Johnson County,Arkansas,AR,South,West South Central,South,,Rural
147,05073,Lafayette County,Arkansas,AR,South,West South Central,South,,Rural
148,05075,Lawrence County,Arkansas,AR,South,West South Central,South,,Rural
149,05077,Lee County,Arkansas,AR,South,West South Central,South,,Rural
150,05079,Lincoln County,Arkansas,AR,South,West South Central,South,"Pine Bluff, AR ",Metro
151,05081,Little River County,Arkansas,AR,South,West South Central,South,"Texarkana, TX-AR ",Metro
152,05083,Logan County,Arkansas,AR,South,West South Central,South,,Rural
153,05085,Lonoke County,Arkansas,AR,South,West South Central,South,"Little Rock-North Little Rock-Conway, AR ",Metro
154,05087,Madison County,Arkansas,AR,South,West South Central,South,"Fayetteville-Springdale-Rogers, AR ",Metro
155,05089,Marion County,Arkansas,AR,South,West South Central,South,,Rural
156,05091,Miller County,Arkansas,AR,South,West South Central,South,"Texarkana, TX-AR ",Metro
157,05093,Mississippi County,Arkansas,AR,South,West South Central,South,"Blytheville, AR ",Micro
158,05095,Monroe County,Arkansas,AR,South,West South Central,South,,Rural
159,05097,Montgomery County,Arkansas,AR,South,West South Central,South,,Rural
160,05099,Nevada County,Arkansas,AR,South,West South Central,South,"Hope, AR ",Micro
161,05101,Newton County,Arkansas,AR,South,West South Central,South,"Harrison, AR ",Micro
162,05103,Ouachita County,Arkansas,AR,South,West South Central,South,"Camden, AR ",Micro
163,05105,Perry County,Arkansas,AR,South,West South Central,South,"Little Rock-North Little Rock-Conway, AR ",Metro
164,05107,Phillips County,Arkansas,AR,South,West South Central,South,"Helena-West Helena, AR ",Micro
165,05109,Pike County,Arkansas,AR,South,West South Central,South,,Rural
166,05111,Poinsett County,Arkansas,AR,South,West South Central,South,"Jonesboro, AR ",Metro
167,05113,Polk County,Arkansas,AR,South,West South Central,South,,Rural
168,05115,Pope County,Arkansas,AR,South,West South Central,South,"Russellville, AR ",Micro
169,05117,Prairie County,Arkansas,AR,South,West South Central,South,,Rural
170,05119,Pulaski County,Arkansas,AR,South,West South Central,South,"Little Rock-North Little Rock-Conway, AR ",Metro
171,05121,Randolph County,Arkansas,AR,South,West South Central,South,,Rural
172,05123,St. Francis County,Arkansas,AR,South,West South Central,South,"Forrest City, AR ",Micro
173,05125,Saline County,Arkansas,AR,South,West South Central,South,"Little Rock-North Little Rock-Conway, AR ",Metro
174,05127,Scott County,Arkansas,AR,South,West South Central,South,,Rural
175,05129,Searcy County,Arkansas,AR,South,West South Central,South,,Rural
176,05131,Sebastian County,Arkansas,AR,South,West South Central,South,"Fort Smith, AR-OK ",Metro
177,05133,Sevier County,Arkansas,AR,South,West South Central,South,,Rural
178,05135,Sharp County,Arkansas,AR,South,West South Central,South,"Batesville, AR ",Micro
179,05137,Stone County,Arkansas,AR,South,West South Central,South,,Rural
180,05139,Union County,Arkansas,AR,South,West South Central,South,"El Dorado, AR ",Micro
181,05141,Van Buren County,Arkansas,AR,South,West South Central,South,,Rural
182,05143,Washington County,Arkansas,AR,South,West South Central,South,"Fayetteville-Springdale-Rogers, AR ",Metro
183,05145,White County,Arkansas,AR,South,West South Central,South,"Searcy, AR ",Micro
184,05147,Woodruff County,Arkansas,AR,South,West South Central,South,,Rural
185,05149,Yell County,Arkansas,AR,South,West South Central,South,"Russellville, AR ",Micro
186,06001,Alameda County,California,CA,West,Pacific,Coastal West,"San Francisco-Oakland-Berkeley, CA ",Metro
187,06003,Alpine County,California,CA,West,Pacific,Coastal West,,Rural
188,06005,Amador County,California,CA,West,Pacific,Coastal West,,Rural
189,06007,Butte County,California,CA,West,Pacific,Coastal West,"Chico, CA ",Metro
190,06009,Calaveras County,California,CA,West,Pacific,Coastal West,,Rural
191,06011,Colusa County,California,CA,West,Pacific,Coastal West,,Rural
192,06013,Contra Costa County,California,CA,West,Pacific,Coastal West,"San Francisco-Oakland-Berkeley, CA ",Metro
193,06015,Del Norte County,California,CA,West,Pacific,Coastal West,"Crescent City, CA ",Micro
194,06017,El Dorado County,California,CA,West,Pacific,Coastal West,"Sacramento-Roseville-Folsom, CA ",Metro
195,06019,Fresno County,California,CA,West,Pacific,Coastal West,"Fresno, CA ",Metro
196,06021,Glenn County,California,CA,West,Pacific,Coastal West,,Rural
197,06023,Humboldt County,California,CA,West,Pacific,Coastal West,"Eureka-Arcata, CA ",Micro
198,06025,Imperial County,California,CA,West,Pacific,Coastal West,"El Centro, CA ",Metro
199,06027,Inyo County,California,CA,West,Pacific,Coastal West,,Rural
200,06029,Kern County,California,CA,West,Pacific,Coastal West,"Bakersfield, CA ",Metro
201,06031,Kings County,California,CA,West,Pacific,Coastal West,"Hanford-Corcoran, CA ",Metro
202,06033,Lake County,California,CA,West,Pacific,Coastal West,"Clearlake, CA ",Micro
203,06035,Lassen County,California,CA,West,Pacific,Coastal West,"Susanville, CA ",Micro
204,06037,Los Angeles County,California,CA,West,Pacific,Coastal West,"Los Angeles-Long Beach-Anaheim, CA ",Metro
205,06039,Madera County,California,CA,West,Pacific,Coastal West,"Madera, CA ",Metro
206,06041,Marin County,California,CA,West,Pacific,Coastal West,"San Francisco-Oakland-Berkeley, CA ",Metro
207,06043,Mariposa County,California,CA,West,Pacific,Coastal West,,Rural
208,06045,Mendocino County,California,CA,West,Pacific,Coastal West,"Ukiah, CA ",Micro
209,06047,Merced County,California,CA,West,Pacific,Coastal West,"Merced, CA ",Metro
210,06049,Modoc County,California,CA,West,Pacific,Coastal West,,Rural
211,06051,Mono County,California,CA,West,Pacific,Coastal West,,Rural
212,06053,Monterey County,California,CA,West,Pacific,Coastal West,"Salinas, CA ",Metro
213,06055,Napa County,California,CA,West,Pacific,Coastal West,"Napa, CA ",Metro
214,06057,Nevada County,California,CA,West,Pacific,Coastal West,"Truckee-Grass Valley, CA ",Micro
215,06059,Orange County,California,CA,West,Pacific,Coastal West,"Los Angeles-Long Beach-Anaheim, CA ",Metro
216,06061,Placer County,California,CA,West,Pacific,Coastal West,"Sacramento-Roseville-Folsom, CA ",Metro
217,06063,Plumas County,California,CA,West,Pacific,Coastal West,,Rural
218,06065,Riverside County,California,CA,West,Pacific,Coastal West,"Riverside-San Bernardino-Ontario, CA ",Metro
219,06067,Sacramento County,California,CA,West,Pacific,Coastal West,"Sacramento-Roseville-Folsom, CA ",Metro
220,06069,San Benito County,California,CA,West,Pacific,Coastal West,"San Jose-Sunnyvale-Santa Clara, CA ",Metro
221,06071,San Bernardino County,California,CA,West,Pacific,Coastal West,"Riverside-San Bernardino-Ontario, CA ",Metro
222,06073,San Diego County,California,CA,West,Pacific,Coastal West,"San Diego-Chula Vista-Carlsbad, CA ",Metro
223,06075,San Francisco County,California,CA,West,Pacific,Coastal West,"San Francisco-Oakland-Berkeley, CA ",Metro
224,06077,San Joaquin County,California,CA,West,Pacific,Coastal West,"Stockton, CA ",Metro
225,06079,San Luis Obispo County,California,CA,West,Pacific,Coastal West,"San Luis Obispo-Paso Robles, CA ",Metro
226,06081,San Mateo County,California,CA,West,Pacific,Coastal West,"San Francisco-Oakland-Berkeley, CA ",Metro
227,06083,Santa Barbara County,California,CA,West,Pacific,Coastal West,"Santa Maria-Santa Barbara, CA ",Metro
228,06085,Santa Clara County,California,CA,West,Pacific,Coastal West,"San Jose-Sunnyvale-Santa Clara, CA ",Metro
229,06087,Santa Cruz County,California,CA,West,Pacific,Coastal West,"Santa Cruz-Watsonville, CA ",Metro
230,06089,Shasta County,California,CA,West,Pacific,Coastal West,"Redding, CA ",Metro
231,06091,Sierra County,California,CA,West,Pacific,Coastal West,,Rural
232,06093,Siskiyou County,California,CA,West,Pacific,Coastal West,,Rural
233,06095,Solano County,California,CA,West,Pacific,Coastal West,"Vallejo, CA ",Metro
234,06097,Sonoma County,California,CA,West,Pacific,Coastal West,"Santa Rosa-Petaluma, CA ",Metro
235,06099,Stanislaus County,California,CA,West,Pacific,Coastal West,"Modesto, CA ",Metro
236,06101,Sutter County,California,CA,West,Pacific,Coastal West,"Yuba City, CA ",Metro
237,06103,Tehama County,California,CA,West,Pacific,Coastal West,"Red Bluff, CA ",Micro
238,06105,Trinity County,California,CA,West,Pacific,Coastal West,,Rural
239,06107,Tulare County,California,CA,West,Pacific,Coastal West,"Visalia, CA ",Metro
240,06109,Tuolumne County,California,CA,West,Pacific,Coastal West,"Sonora, CA ",Micro
241,06111,Ventura County,California,CA,West,Pacific,Coastal West,"Oxnard-Thousand Oaks-Ventura, CA ",Metro
242,06113,Yolo County,California,CA,West,Pacific,Coastal West,"Sacramento-Roseville-Folsom, CA ",Metro
243,06115,Yuba County,California,CA,West,Pacific,Coastal West,"Yuba City, CA ",Metro
244,08001,Adams County,Colorado,CO,West,Mountain,Southwest,"Denver-Aurora-Lakewood, CO ",Metro
245,08003,Alamosa County,Colorado,CO,West,Mountain,Southwest,,Rural
246,08005,Arapahoe County,Colorado,CO,West,Mountain,Southwest,"Denver-Aurora-Lakewood, CO ",Metro
247,08007,Archuleta County,Colorado,CO,West,Mountain,Southwest,,Rural
248,08009,Baca County,Colorado,CO,West,Mountain,Southwest,,Rural
249,08011,Bent County,Colorado,CO,West,Mountain,Southwest,,Rural
250,08013,Boulder County,Colorado,CO,West,Mountain,Southwest,"Boulder, CO ",Metro
251,08014,Broomfield County,Colorado,CO,West,Mountain,Southwest,"Denver-Aurora-Lakewood, CO ",Metro
252,08015,Chaffee County,Colorado,CO,West,Mountain,Southwest,,Rural
253,08017,Cheyenne County,Colorado,CO,West,Mountain,Southwest,,Rural
254,08019,Clear Creek County,Colorado,CO,West,Mountain,Southwest,"Denver-Aurora-Lakewood, CO ",Metro
255,08021,Conejos County,Colorado,CO,West,Mountain,Southwest,,Rural
256,08023,Costilla County,Colorado,CO,West,Mountain,Southwest,,Rural
257,08025,Crowley County,Colorado,CO,West,Mountain,Southwest,,Rural
258,08027,Custer County,Colorado,CO,West,Mountain,Southwest,,Rural
259,08029,Delta County,Colorado,CO,West,Mountain,Southwest,,Rural
260,08031,Denver County,Colorado,CO,West,Mountain,Southwest,"Denver-Aurora-Lakewood, CO ",Metro
261,08033,Dolores County,Colorado,CO,West,Mountain,Southwest,,Rural
262,08035,Douglas County,Colorado,CO,West,Mountain,Southwest,"Denver-Aurora-Lakewood, CO ",Metro
263,08037,Eagle County,Colorado,CO,West,Mountain,Southwest,"Edwards, CO ",Micro
264,08039,Elbert County,Colorado,CO,West,Mountain,Southwest,"Denver-Aurora-Lakewood, CO ",Metro
265,08041,El Paso County,Colorado,CO,West,Mountain,Southwest,"Colorado Springs, CO ",Metro
266,08043,Fremont County,Colorado,CO,West,Mountain,Southwest,"Ca\'f1on City, CO ",Micro
267,08045,Garfield County,Colorado,CO,West,Mountain,Southwest,"Glenwood Springs, CO ",Micro
268,08047,Gilpin County,Colorado,CO,West,Mountain,Southwest,"Denver-Aurora-Lakewood, CO ",Metro
269,08049,Grand County,Colorado,CO,West,Mountain,Southwest,,Rural
270,08051,Gunnison County,Colorado,CO,West,Mountain,Southwest,,Rural
271,08053,Hinsdale County,Colorado,CO,West,Mountain,Southwest,,Rural
272,08055,Huerfano County,Colorado,CO,West,Mountain,Southwest,,Rural
273,08057,Jackson County,Colorado,CO,West,Mountain,Southwest,,Rural
274,08059,Jefferson County,Colorado,CO,West,Mountain,Southwest,"Denver-Aurora-Lakewood, CO ",Metro
275,08061,Kiowa County,Colorado,CO,West,Mountain,Southwest,,Rural
276,08063,Kit Carson County,Colorado,CO,West,Mountain,Southwest,,Rural
277,08065,Lake County,Colorado,CO,West,Mountain,Southwest,,Rural
278,08067,La Plata County,Colorado,CO,West,Mountain,Southwest,"Durango, CO ",Micro
279,08069,Larimer County,Colorado,CO,West,Mountain,Southwest,"Fort Collins, CO ",Metro
280,08071,Las Animas County,Colorado,CO,West,Mountain,Southwest,,Rural
281,08073,Lincoln County,Colorado,CO,West,Mountain,Southwest,,Rural
282,08075,Logan County,Colorado,CO,West,Mountain,Southwest,"Sterling, CO ",Micro
283,08077,Mesa County,Colorado,CO,West,Mountain,Southwest,"Grand Junction, CO ",Metro
284,08079,Mineral County,Colorado,CO,West,Mountain,Southwest,,Rural
285,08081,Moffat County,Colorado,CO,West,Mountain,Southwest,"Craig, CO ",Micro
286,08083,Montezuma County,Colorado,CO,West,Mountain,Southwest,,Rural
287,08085,Montrose County,Colorado,CO,West,Mountain,Southwest,"Montrose, CO ",Micro
288,08087,Morgan County,Colorado,CO,West,Mountain,Southwest,"Fort Morgan, CO ",Micro
289,08089,Otero County,Colorado,CO,West,Mountain,Southwest,,Rural
290,08091,Ouray County,Colorado,CO,West,Mountain,Southwest,"Montrose, CO ",Micro
291,08093,Park County,Colorado,CO,West,Mountain,Southwest,"Denver-Aurora-Lakewood, CO ",Metro
292,08095,Phillips County,Colorado,CO,West,Mountain,Southwest,,Rural
293,08097,Pitkin County,Colorado,CO,West,Mountain,Southwest,"Glenwood Springs, CO ",Micro
294,08099,Prowers County,Colorado,CO,West,Mountain,Southwest,,Rural
295,08101,Pueblo County,Colorado,CO,West,Mountain,Southwest,"Pueblo, CO ",Metro
296,08103,Rio Blanco County,Colorado,CO,West,Mountain,Southwest,,Rural
297,08105,Rio Grande County,Colorado,CO,West,Mountain,Southwest,,Rural
298,08107,Routt County,Colorado,CO,West,Mountain,Southwest,"Steamboat Springs, CO ",Micro
299,08109,Saguache County,Colorado,CO,West,Mountain,Southwest,,Rural
300,08111,San Juan County,Colorado,CO,West,Mountain,Southwest,,Rural
301,08113,San Miguel County,Colorado,CO,West,Mountain,Southwest,,Rural
302,08115,Sedgwick County,Colorado,CO,West,Mountain,Southwest,,Rural
303,08117,Summit County,Colorado,CO,West,Mountain,Southwest,"Breckenridge, CO ",Micro
304,08119,Teller County,Colorado,CO,West,Mountain,Southwest,"Colorado Springs, CO ",Metro
305,08121,Washington County,Colorado,CO,West,Mountain,Southwest,,Rural
306,08123,Weld County,Colorado,CO,West,Mountain,Southwest,"Greeley, CO ",Metro
307,08125,Yuma County,Colorado,CO,West,Mountain,Southwest,,Rural
308,09001,Fairfield County,Connecticut,CT,Northeast,New England,New England,"Bridgeport-Stamford-Norwalk, CT ",Metro
309,09003,Hartford County,Connecticut,CT,Northeast,New England,New England,"Hartford-East Hartford-Middletown, CT ",Metro
310,09005,Litchfield County,Connecticut,CT,Northeast,New England,New England,"Torrington, CT ",Micro
311,09007,Middlesex County,Connecticut,CT,Northeast,New England,New England,"Hartford-East Hartford-Middletown, CT ",Metro
312,09009,New Haven County,Connecticut,CT,Northeast,New England,New England,"New Haven-Milford, CT ",Metro
313,09011,New London County,Connecticut,CT,Northeast,New England,New England,"Norwich-New London, CT ",Metro
314,09013,Tolland County,Connecticut,CT,Northeast,New England,New England,"Hartford-East Hartford-Middletown, CT ",Metro
315,09015,Windham County,Connecticut,CT,Northeast,New England,New England,"Worcester, MA-CT ",Metro
316,10001,Kent County,Delaware,DE,South,South Atlantic,Mid-Atlantic,"Dover, DE ",Metro
317,10003,New Castle County,Delaware,DE,South,South Atlantic,Mid-Atlantic,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD ",Metro
318,10005,Sussex County,Delaware,DE,South,South Atlantic,Mid-Atlantic,"Salisbury, MD-DE ",Metro
319,11001,District of Columbia,District of Columbia,DC,South,South Atlantic,Mid-Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV ",Metro
320,12001,Alachua County,Florida,FL,South,South Atlantic,South,"Gainesville, FL ",Metro
321,12003,Baker County,Florida,FL,South,South Atlantic,South,"Jacksonville, FL ",Metro
322,12005,Bay County,Florida,FL,South,South Atlantic,South,"Panama City, FL ",Metro
323,12007,Bradford County,Florida,FL,South,South Atlantic,South,,Rural
